id_diagnotisco;codigo;descripcion;id_tipo_origen;aplica_sexo
2470;G08;FLEBITIS Y TROMBOFLEBITIS INTRACRANEAL E INTRARRAQUIDEA;4;A
2471;G09;SECUELAS DE ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;4;A
2472;G10;ENFERMEDAD DE HUNTINGTON;4;A
2473;G110;ATAXIA CONGENITA NO PROGRESIVA;4;A
2474;G111;ATAXIA CEREBELOSA DE INICIACION TEMPRANA;4;A
2475;G112;ATAXIA CEREBELOSA DE INICIACION TARDIA;4;A
2476;G113;ATAXIA CEREBELOSA CON REPARACION DEFECTUOSA DEL ADN;4;A
2477;G114;PARAPLEJÍA ESPASTICA HEREDITARIA;4;A
2478;G118;OTRAS ATAXIAS HEREDITARIAS;4;A
2479;G119;ATAXIA HEREDITARIA, NO ESPECIFICADA;4;A
2480;G120;ATROFIA MUSCULAR ESPINAL INFANTIL, TIPO I [WERDNIG-HOFFMAN];4;A
2481;G121;OTRAS ATROFIAS MUSCULARES ESPINALES HEREDITARIAS;4;A
2482;G122;ENFERMEDADES DE LAS NEURONAS MOTORAS;4;A
2483;G128;OTRAS ATROFIAS MUSCULARES ESPINALES Y SINDROMES AFINES;4;A
2484;G129;ATROFIA MUSCULAR ESPINAL, SIN OTRA ESPECIFICACION;4;A
2485;G130*;NEUROMIOPATIA Y NEUROPATIA PARANEOPLASICA;4;A
2486;G131*;OTRAS ATROFIAS SISTEMICAS QUE AFECTAN EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDAD NEOPLASICA;4;A
2487;G132*;ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN EL MIXEDEMA (E00.1†, E03.-†);4;A
2488;G138*;ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2489;G20;ENFERMEDAD DE PARKINSON;4;A
2490;G210;SINDROME NEUROLEPTICO MALIGNO;3;A
2491;G211;OTRO PARKINSONISMO SECUNDARIO INDUCIDO POR DROGAS;4;A
2492;G212;PARKINSONISMO SECUNDARIO DEBIDO A OTROS AGENTES EXTERNOS;4;A
2493;G213;PARKINSONISMO POSTENCEFALITICO;4;A
2494;G218;OTROS TIPOS DE PARKINSONISMO SECUNDARIO;4;A
2495;G219;PARKINSONISMO SECUNDARIO, NO ESPECIFICADO;4;A
2496;G22*;PARKINSONISMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2497;G230;ENFERMEDAD DE HALLERVORDEN-SPATZ;4;A
2498;G231;OFTALMOPLEJIA SUPRANUCLEAR PROGRESIVA [STEELE-RICHARDSON-OLSZEWSKI];4;A
2499;G232;DESGENERACION NIGROESTRIADA;4;A
2500;G238;OTRAS ENFERMEDADES DEGENERATIVAS ESPECIFICADAS DE LOS NUCLEOS DE LA BASE;4;A
2501;G239;ENFERMEDAD DEGENERATIVA DE LOS NUCLEOS DE LA BASE, NO ESPECIFICADA;4;A
2502;G240;DISTONIA INDUCIDA POR DROGAS;4;A
2503;G241;DISTONIA IDIOPATICA FAMILIAR;4;A
2504;G242;DISTONIA IDIOPATICA NO FAMILIAR;4;A
2505;G243;TORTICOLIS ESPASMODICA;4;A
2506;G244;DISTONIA BUCOFACIAL IDIOPATICA;4;A
2507;G245;BLEFAROSPASMO;4;A
2508;G248;OTRAS DISTONIAS;4;A
2509;G249;DISTONIA, NO ESPECIFICADA;4;A
2510;G250;TEMBLOR ESENCIAL;4;A
2511;G251;TEMBLOR INDUCIDO POR DROGAS;4;A
2512;G252;OTRAS FORMAS ESPECIFICADAS DE TEMBLOR;4;A
2513;G253;MIOCLONIA;4;A
2514;G254;COREA INDUCIDA POR DROGAS;4;A
2515;G255;OTRAS COREAS;4;A
2516;G256;TIC INDUCIDOS POR DROGAS Y OTROS TICS DE ORIGEN ORGANICO;4;A
2517;G258;OTROS TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO;4;A
2518;G259;TRASTORNO EXTRAPIRAMIDAL Y DEL MOVIMIENTO, NO ESPECIFICADO;4;A
2519;G26*;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2520;G300;ENFERMEDAD DE ALZHEIMER DE COMIENZO TEMPRANO;4;A
2521;G301;ENFERMEDAD DE ALZHEIMER COMIENZO TARDIO;4;A
2522;G308;OTROS TIPOS DE ENFERMEDAD DE ALZHEIMER;4;A
2523;G309;ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA;4;A
2524;G310;ATROFIA CEREBRAL CIRCUNSCRITA;4;A
2525;G311;DEGENERACION CEREBRAL SENIL NO CLASIFICADA EN OTRA PARTE;4;A
2526;G312;DEGENERACION DEL SISTEMA NERVIOSO DEBIDA A EL ALCOHOL;4;A
2527;G318;OTRAS ENFERMEDADES DEGENERATIVAS ESPECIFICADAS DEL SISTEMA NERVIOSO;4;A
2528;G319;DEGENERACION DEL SISTEMA NERVIOSO, NO ESPECIFICADA;4;A
2529;G320*;DEGENERACION COMBINADA SUBAGUDA DE LA MEDULA ESPINAL EN ENFERNEDADES CLASIFICADAS EN OTRA PARTE;4;A
2530;G328*;OTROS TRASTORNOS DEGENERATIVOS ESPECIFICADOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2531;G35;ESCLEROSIS MULTIPLE;4;A
2532;G360;NEUROMIELITIS OPTICA [DEVIC];4;A
2533;G361;LEUCOENCEFALITIS HEMORRAGICA AGUDA Y SUBAGUDA [HURST];4;A
2534;G368;OTRAS DESMIELINIZACIONES AGUDAS DISEMINADAS ESPECIFICADAS;4;A
2535;G369;DESMIELINIZACION DISEMINADA AGUDA SIN OTRA ESPECIFICACION;4;A
2536;G370;ESCLEROSIS DIFUSA;4;A
2537;G371;DESMIELINIZACION CENTRAL DEL CUERPO CALLOSO;4;A
2538;G372;MIELINOLISIS CENTRAL PONTINA;4;A
2539;G373;MIELITIS TRANSVERSA AGUDA EN ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL;4;A
2540;G374;MIELITIS NECROTIZANTE SUBAGUDA;4;A
2541;G375;ESCLEROSIS CONCENTRICA (BALO);4;A
2542;G378;OTRAS ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL, ESPECIFICADAS;4;A
2543;G379;ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA;4;A
2544;G400;EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES DE INICIO LOCALIZADO;4;A
2545;G401;EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES SIMPLES;4;A
2546;G402;EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS;4;A
2547;G403;EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS;4;A
2548;G404;OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS;4;A
2549;G405;SINDROMES EPILEPTICOS ESPECIALES;4;A
2550;G406;ATAQUES DE GRAN MAL, NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL);4;A
2551;G407;PEQUEÑO MAL, NO ESPECIFICADO (SIN ATAQUE DE GRAN MAL);4;A
2552;G408;OTRAS EPILEPSIAS;4;A
2553;G409;EPILEPSIA, TIPO NO ESPECIFICADO;4;A
2554;G410;ESTADO DE GRAN MAL EPILEPTICO;4;A
2555;G411;ESTADO DE PEQUEÑO MAL EPILEPTICO;4;A
2556;G412;ESTADO DE MAL EPILEPTICO PARCIAL COMPLEJO;4;A
2557;G418;OTROS ESTADOS EPILÉPTICOS;4;A
2558;G419;ESTADO DE MAL EPILEPTICO DE TIPO NO ESPECIFICADO;4;A
2559;G430;MIGRAÑA SIN AURA [MIGRAÑA COMUN];4;A
2560;G431;MIGRAÑA CON AURA [MIGRAÑA CLASICA];4;A
2561;G432;ESTADO MIGRAÑOSO;4;A
2562;G433;MIGRAÑA COMPLICADA;4;A
2563;G438;OTRAS MIGRAÑAS;4;A
2564;G439;MIGRAÑA, NO ESPECIFICADA;4;A
2565;G440;SINDROME DE CEFALEA EN RACIMOS;4;A
2566;G441;CEFALEA VASCULAR, NCOP;4;A
2567;G442;CEFALEA DEBIDA A TENSION;4;A
2568;G443;CEFALEA POSTRAUMATICA CRONICA;4;A
2569;G444;CEFALEA INDUCIDA POR DROGAS, NO CLASIFICADA EN OTRA PARTE;4;A
2570;G448;OTROS SINDROMES DE CEFALEA ESPECIFICADOS;4;A
2571;G450;SINDROME ARTERIAL VERTEBRO-BASILAR;4;A
2572;G451;SINDROME DE LA ARTERIA CAROTIDA (HEMISFÉRICO);4;A
2573;G452;SINDROMES ARTERIALES PRECEREBRALES BILATERALES Y MULTIPLES;4;A
2574;G453;AMAUROSIS FUGAZ;4;A
2575;G454;AMNESIA GLOBAL TRANSITORIA;4;A
2576;G458;OTRAS ISQUEMIAS CEREBRALES TRANSITORIAS Y SINDROMES AFINES;4;A
2577;G459;ISQUEMIA CEREBRAL TRANSITORIA, SIN OTRA ESPECIFICACION;4;A
2578;G460*;CEREBRAL MEDIA (I66.0†);4;A
2579;G461*;SINDROME DE LA ARTERIA CEREBRAL ANTERIOR (I66.1†);4;A
2580;G462*;SINDROME DE LA ARTERIA CEREBRAL POSTERIOR (I66.2†);4;A
2581;G463*;SINDROMES APOPLETICOS DEL TALLO ENCEFALICO (I60-I67†);4;A
2582;G464*;SINDROME DE INFARTO CEREBELOSO (I60-I67†);4;A
2583;G465*;SINDROME LACUNAR MOTOR PURO (I60-I67†);4;A
2584;G466*;SINDROME LACUNAR SENSORIAL PURO (I60-I67†);4;A
2585;G467*;OTROS SINDROMES LACUNARES (I60-I67†);4;A
2586;G468*;OTROS SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES (I60-I67†);4;A
2587;G470;TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUEÑO [INSOMNIOS];4;A
2588;G471;TRASTORNOS DE SOMNOLENCIA EXCESIVA [HIPERSOMNIOS];4;A
2589;G472;TRASTORNOS DEL RITMO NICTAMERAL;4;A
2590;G473;APNEA DEL SUEÑO;4;A
2591;G474;NARCOLEPSIA Y CATAPLEXIA;4;A
2592;G478;OTROS TRASTORNOS DEL SUEÑO;4;A
2593;G479;TRASTORNO DEL SUEÑO, NO ESPECIFICADO;4;A
2594;G500;NEURALGIA DEL TRIGEMINO;4;A
2595;G501;DOLOR FACIAL ATIPICO;4;A
2596;G508;OTROS TRASTORNOS DEL TRIGEMINO;4;A
2597;G509;TRASTORNOS DEL TRIGEMINO, NO ESPECIFICADO;4;A
2598;G510;PARALISIS DE BELL;4;A
2599;G511;GANGLIONITIS GENICULADA;4;A
2600;G512;SINDROME DE MELKERSSON;4;A
2601;G513;ESPASMO HEMIFACIAL CLONICO;4;A
2602;G514;MIOQUIMIA FACIAL;4;A
2603;G518;OTROS TRASTORNOS DEL NERVIO FACIAL;4;A
2604;G519;TRASTORNOS DEL NERVIO FACIAL, NO ESPECIFICADO;4;A
2605;G520;TRASTORNOS DEL NERVIO OLFATORIO;4;A
2606;G521;TRASTORNOS DEL NERVIO GLOSOFARINGEO;4;A
2607;G522;TRASTORNOS DEL NERVIO VAGO;4;A
2608;G523;TRASTORNOS DEL NERVIO HIPOGLOSO;4;A
2609;G527;TRASTORNOS DE MULTIPLES NERVIOS CRANEALES;4;A
2610;G528;TRASTORNOS DE OTROS NERVIOS CRANEALES ESPECIFICADOS;4;A
2611;G529;TRASTORNO DE NERVIO CRANEAL, NO ESPECIFICADO;4;A
2612;G530*;NEURALGIA POSTHERPES ZOSTER (B02.2†);4;A
2613;G531*;PARALISIS MULTIPLE DE LOS NERVIOS CRANEALES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE (A00-B99†);4;A
2614;G532*;PARALISIS MULTIPLE DE LOS NERVIOS CRANEALES, EN LA SARCOIDOSIS (D86.8†);4;A
2615;G533*;PARALISIS MULTIPLE DE LOS NERVIOS CRANEALES, EN ENFERMEDADES NEOPLASICAS (C00-D48†);4;A
2616;G538*;OTROS TRASTORNOS DE LOS NERVIOS CRANEALES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2617;G540;TRASTORNOS DEL PLEXO BRAQUIAL;4;A
2618;G541;TRASTORNOS DEL PLEXO LUMBOSACRO;4;A
2619;G542;TRASTORNOS DE LA RAIZ CERVICAL, NO CLASIFICADOS EN OTRA PARTE;4;A
2620;G543;TRASTORNOS DE LA RAIZ TORACICA, NO CLASIFICADOS EN OTRA PARTE;4;A
2621;G544;TRASTORNOS DE LA RAIZ LUMBOSACRA, NO CLASIFICADOS EN OTRA PARTE;4;A
2622;G545;AMIOTROFIA NEURALGICA;4;A
2623;G546;SINDROME DEL MIEMBRO FANTASMA CON DOLOR;4;A
2624;G547;SINDROME DEL MIEMBRO FANTASMA SIN DOLOR;4;A
2625;G548;OTROS TRASTORNOS DE LAS RAICES Y PLEXOS NERVIOSOS;4;A
2626;G549;TRASTORNO DE LA RAIZ Y PLEXOS NERVIOSOS, NO ESPECIFICADO;4;A
2627;G550*;COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN ENFERMEDADES NEOPLASICAS (C00-D48†);4;A
2628;G551*;COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN TRASTORNOS DE LOS DISCOS INTERVERTEBRALES (M50-M51†);4;A
2629;G552*;COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN LA ESPONDILOSIS (M47.-†);4;A
2630;G553*;COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN OTRAS DORSOPATIAS (M45-M46†, M48.-†, M53-M54†);4;A
2631;G558*;COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2632;G560;SINDROME DEL TUNEL CARPIANO;4;A
2633;G561;OTRAS LESIONES DEL NERVIO MEDIANO;4;A
2634;G562;LESION DEL NERVIO CUBITAL;4;A
2635;G563;LESION DEL NERVIO RADIAL;4;A
2636;G564;CAUSALGIA;4;A
2637;G568;OTRAS MONONEUROPATIAS DEL MIEMBRO SUPERIOR;4;A
2638;G569;MONONEUROPATIA DEL MIEMBRO SUPERIOR SIN OTRA ESPECIFICACION;4;A
2639;G570;LESION DEL NERVIO CIATICO;4;A
2640;G571;MERALGIA PARESTESICA;4;A
2641;G572;LESION DEL NERVIO CRURAL;4;A
2642;G573;LESION DEL NERVIO CIATICO POPLITEO EXTERNO;4;A
2643;G574;LESION DEL NERVIO CIATICO POPLITEO INTERNO;4;A
2644;G575;SINDROME DEL TUNEL CALCANEO;4;A
2645;G576;LESION DEL NERVIO PLANTAR;4;A
2646;G578;OTRAS MONONEUROPATIAS DEL MIEMBRO INFERIOR;4;A
2647;G579;MONONEUROPATIA DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION;4;A
2648;G580;NEUROPATIA INTERCOSTAL;4;A
2649;G587;MONONEURITIS MULTIPLE;4;A
2650;G588;OTRAS MONONEUROPATIAS ESPECIFICADAS;4;A
2651;G589;MONONEUROPATIA, NO ESPECIFICADA;4;A
2652;G590*;MONONEUROPATIA DIABETICA (E10-E14† COMO CUARTO CARACTER COMUN .4);4;A
2653;G598*;OTRAS MONONEUROPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2654;G600;NEUROPTIA HEREDITARIA MOTORA Y SENSORIAL;4;A
2655;G601;ENFERMEDAD DE REFSUM;4;A
2656;G602;NEUROPATIA ASOCIADA CON ATAXIA HEREDITARIA;4;A
2657;G603;NEUROPATIA PROGRESIVA IDIOPATICA;4;A
2658;G608;OTRAS NEUROPATIAS HEREDITARIAS E IDIOPATICAS;4;A
2659;G609;NEUROPATIA HEREDITARIA E IDIOPATICA, SIN OTRA ESPECIFICACION;4;A
2660;G610;SINDROME DE GUILLAIN-BARRE;4;A
2661;G611;NEUROPATIA AL SUERO;4;A
2662;G618;OTRAS POLINEUROPATIAS INFLAMATORIAS;4;A
2663;G619;POLINEUROPATIA INFLAMATORIA, NO ESPECIFICADA;4;A
2664;G620;POLINEUROPATIA INDUCIDA POR DROGAS;4;A
2665;G621;POLINEUROPATIA ALCOHOLICA;4;A
2666;G622;POLINEUROPATIA DEBIDA A OTRO AGENTE TOXICO;4;A
2667;G628;OTRAS POLINEUROPATIAS ESPECIFICADAS;4;A
2668;G629;POLINEUROPATIA, NO ESPECIFICADA;4;A
2669;G630*;POLINEUROPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;4;A
2670;G631*;POLINEUROPATIA EN ENFERMEDAD NEOPLASICA (C00-D48†);4;A
2671;G632*;POLINEUROPATIA DIABETICA (E10-E14† CON CUARTO CARACTER COMUN .4);4;A
2672;G633*;POLINEUROPATIA EN OTRAS ENFERMEDADES ENDOCRINAS Y METABOLICAS (E00-E07†, E15-E16†, E20-E34†, E70-E89†);4;A
2673;G634*;POLINEUROPATIA EN DEFICIENCIA NUTRICIONAL (E40-E64†);4;A
2674;G635*;POLINEUROPATIA EN TRASTORNOS DEL TEJIDO CONECTIVO SISTEMICO (M30-M35†);4;A
2675;G636*;POLINEUROPATIA EN OTROS TRASTORNOS OSTEOMUSCULARES (M00-M25†, M40-M96†);4;A
2676;G638*;POLINEUROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2677;G64;OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFERICO;4;A
2678;G700;MIASTENIA GRAVIS;4;A
2679;G701;TRASTORNOS TOXICOS NEUROMUSCULARES;4;A
2680;G702;MIASTENIA CONGENITA O DEL DESARROLLO;4;A
2681;G708;OTROS TRASTORNOS NEUROMUSCULARES ESPECIFICADOS;4;A
2682;G709;TRASTORNO NEUROMUSCULAR, NO ESPECIFICADO;4;A
2683;G710;DISTROFIA MUSCULAR;4;A
2684;G711;TRASTORNOS MIOTONICOS;4;A
2685;G712;MIOPATIAS CONGENITAS;4;A
2686;G713;MIOPATIA MITOCONDRICA, NO CLASIFICADA EN OTRA PARTE;4;A
2687;G718;OTROS TRASTORNOS PRIMARIOS DE LOS MUSCULOS;4;A
2688;G719;TRASTORNO PRIMARIO DEL MUSCULO, TIPO NO ESPECIFICADO;4;A
2689;G720;MIOPATIA INDUCIDA POR DROGAS;4;A
2690;G721;MIOPATIA ALCOHOLICA;4;A
2691;G722;MIOPATIA DEBIDA A OTROS AGENTES TOXICOS;4;A
2692;G723;PARALISIS PERIODICA;4;A
2693;G724;MIOPATIA INFLAMATORIA, NO CLASIFICADA EN OTRA PARTE;4;A
2694;G728;OTRAS MIOPATIAS ESPECIFICADAS;4;A
2695;G729;MIOPATIA, NO ESPECIFICADA;4;A
2696;G730*;SINDROMES MIASTENICOS EN ENFERMEDADES ENDOCRINAS;4;A
2697;G731*;SINDROME DE EATON-LAMBERT (C80†);4;A
2698;G732*;OTROS SINDROMES MIASTENICOS EN ENFERMEDAD NEOPLASICA (C00-D48†);4;A
2699;G733*;SINDROMES MIASTENICOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2700;G734*;MIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;4;A
2701;G735*;MIOPATIA EN ENFERMEDADES ENDOCRINAS;4;A
2702;G736*;MIOPATIA EN ENFERMEDADES METABOLICAS;4;A
2703;G737*;MIOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2704;G800;PARALISIS CEREBRAL ESPASTICA;4;A
2705;G801;DIPLEJIA ESPASTICA;4;A
2706;G802;HEMIPLEJIA INFANTIL;4;A
2707;G803;PARALISIS CEREBRAL DISCINETICA;4;A
2708;G804;PARALISIS CEREBRAL ATAXICA;4;A
2709;G808;OTROS TIPOS DE PARALISIS CEREBRAL INFANTIL;4;A
2710;G809;PARALISIS CEREBRAL INFANTIL, SIN OTRA ESPECIFICACION;4;A
2711;G810;HEMIPLEJIA FLACIDA;4;A
2712;G811;HEMIPLEJIA ESPASTICA;4;A
2713;G819;HEMIPLEJIA, NO ESPECIFICADA;4;A
2714;G820;PARAPLEJIA FLACIDA;4;A
2715;G821;PARAPLEJIA ESPASTICA;4;A
2716;G822;PARAPLEJIA, NO ESPECIFICADA;4;A
2717;G823;CUADRIPLEJIA FLACIDA;4;A
2718;G824;CUADRIPLEJIA ESPASTICA;4;A
2719;G825;CUADRIPLEJIA, NO ESPECIFICADA;4;A
2720;G830;DIPLEJIA DE LOS MIEMBROS SUPERIORES;4;A
2721;G831;MONOPLEJIA DEL MIEMBRO INFERIOR;4;A
2722;G832;MONOPLEJIA DEL MIEMBRO SUPERIOR;4;A
2723;G833;MONOPLEJIA, NO ESPECIFICADA;4;A
2724;G834;SINDROME DE LA COLA DE CABALLO;4;A
2725;G838;OTROS SINDROMES PARALITICOS ESPECIFICADOS;4;A
2726;G839;SINDROME PARALITICO, NO ESPECIFICADO;4;A
2727;G900;NEUROPATIA AUTONOMA PERIFERICA IDIOPATICA;4;A
2728;G901;DISAUTONOMIA FAMILIAR [SINDROME DE RILEY-DAY];4;A
2729;G902;SINDROME DE HORNER;4;A
2730;G903;DEGENERACION DE SISTEMAS MULTIPLES;4;A
2731;G908;OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTONOMO;4;A
2732;G909;TRASTORNO DEL SISTEMA NERVIOSO AUTONOMO, NO ESPECIFICADO;4;A
2733;G910;HIDROCEFALO COMUNICANTE;4;A
2734;G911;HIDROCEFALO OBSTRUCTIVO;4;A
2735;G912;HIDROCEFALO DE PRESION NORMAL;4;A
2736;G913;HIDROCEFALO POSTRAUMATICO, SIN OTRA ESPECIFICACION;4;A
2737;G918;OTROS TIPOS DE HIDROCEFALO;4;A
2738;G919;HIDROCEFALO, NO ESPECIFICADO;4;A
2739;G92;ENCEFALOPATIA TOXICA;4;A
2740;G930;QUISTE CEREBRAL;4;A
2741;G931;LESION CEREBRAL ANOXICA, NO CLASIFICADA EN OTRA PARTE;4;A
2742;G932;HIPERTENSION INTRACRANEAL BENIGNA;4;A
2743;G933;SINDROME DE FATIGA POSTVIRAL;4;A
2744;G934;ENCEFALOPATIA NO ESPECIFICADA;4;A
2745;G935;COMPRESION DEL ENCEFALO;4;A
2746;G936;EDEMA CEREBRAL;4;A
2747;G937;SINDROME DE REYE;4;A
2748;G938;OTROS TRASTORNOS ESPECIFICADOS DEL ENCEFALO;4;A
2749;G939;TRASTORNO DEL ENCEFALO, NO ESPECIFICADO;4;A
2750;G940*;HIDROCEFALO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE (A00-B99†);4;A
2751;G941*;HIDROCEFALO EN ENFERMEDAD NEOPLASICA (C00-D48†);4;A
2752;G942*;HIDROCEFALO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2753;G948*;OTROS TRASTORNOS ENCEFALITICOS ESPECIFICADOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2754;G950;SIRINGOMIELIA Y SIRINGOBULBIA;4;A
2755;G951;MIELOPATIAS VASCULARES;4;A
2756;G952;COMPRESION MEDULAR, NO ESPECIFICADA;4;A
2757;G958;OTRAS ENFERMEDADES ESPECIFICADAS DE LA MEDULA ESPINAL;4;A
2758;G959;ENFERMEDAD DE LA MEDULA ESPINAL, NO ESPECIFICADA;4;A
2759;G960;PERDIDA DE LIQUIDO CEFALORRAQUIDEO;4;A
2760;G961;TRASTORNOS DE LA MENINGES, NO CLASIFICADOS EN OTRA PARTE;4;A
2761;G968;OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA NERVIOSO CENTRAL;4;A
2762;G969;TRASTORNO DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADO;4;A
2763;G970;PERDIDA DE LIQUIDO CEFALORRAQUIDEO POR PUNCION ESPINAL;4;A
2764;G971;OTRA REACCION A LA PUNCION ESPINAL Y LUMBAR;4;A
2765;G972;HIPOTENSION INTRACRANEAL POSTERIOR A ANASTOMOSIS VENTRICULAR;4;A
2766;G978;OTROS TRASTORNOS DEL SISTEMA NERVIOSO CONSECUTIVOS A PROCEDIMIENTOS;4;A
2767;G979;TRASTORNOS NO ESPECIFICADOS DEL SISTEMA NERVIOSO, CONSECUTIVOS A PROCEDIMIENTOS;4;A
2768;G98;OTROS TRASTORNOS DEL SISTEMA NERVIOSO, NO CLASIFICADOS EN OTRA PARTE;4;A
2769;G990*;NEUROPATIA AUTONOMICA EN ENFERNEDADES METABOLICAS Y ENDOCRINAS;4;A
2770;G991*;OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTONOMO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2771;G992*;MIELOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2772;G998*;OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2773;H000;ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO;4;A
2774;H001;CALACIO [CHALAZION];4;A
2775;H010;BLEFARITIS;4;A
2776;H011;DERMATOSIS NO INFECCIOSA DEL PARPADO;4;A
2777;H018;OTRAS INFLAMACIONES ESPECIFICADAS DEL PARPADO;4;A
2778;H019;INFLAMACION DEL PARPADO, NO ESPECIFICADA;4;A
2779;H020;ENTROPION Y TRIQUIASIS PALPEBRAL;4;A
2780;H021;ECTROPION DEL PARPADO;4;A
2781;H022;LAGOFTALMOS;4;A
2782;H023;BLEFAROCALASIA;4;A
2783;H024;BLEFAROPTOSIS;4;A
2784;H025;OTROS TRASTORNOS FUNCIONALES DEL PARPADO;4;A
2785;H026;XANTELASMA DEL PARPADO;4;A
2786;H027;OTROS TRASTORNOS DEGENERATIVOS DEL PARPADO Y DEL AREA PERIOCULAR;4;A
2787;H028;OTROS TRASTORNOS ESPECIFICADOS DEL PARPADO;4;A
2788;H029;TRASTORNOS DEL PARPADO, NO ESPECIFICADO;4;A
2789;H030*;INFECCION E INFESTACION PARASITARIAS DEL PARPADO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2790;H031*;COMPROMISO DEL PARPADO EN ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE;4;A
2791;H038*;COMPROMISO DEL PARPADO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;4;A
2792;H040;DACRIOADENITIS;4;A
2793;H041;OTROS TRASTORNOS DE LA GLANDULA LAGRIMAL;4;A
2794;H042;EPIFORA;4;A
2795;H043;INFLAMACION AGUDA Y LA NO ESPECIFICADA DE LAS VIAS LAGRIMALES;4;A
2796;H044;INFLAMACION CRONICA DE LAS VIAS LAGRIMALES;4;A
2797;H045;ESTENOSIS E INSUFICIENCIA DE LAS VIAS LAGRIMALES;4;A
2798;H046;OTROS CAMBIOS DE LAS VIAS LAGRIMALES;4;A
