id_diagnotisco;codigo;descripcion;id_tipo_origen;aplica_sexo
7150;R866;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;4;F
7151;R867;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS HISTOLOGICOS ANORMALES;4;A
7152;R868;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;4;A
7153;R869;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;4;A
7154;R870;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE ENZIMAS;4;F
7155;R871;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE HORMONAS;4;F
7156;R872;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;4;F
7157;R873;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;4;F
7158;R874;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS INMUNOLOGICOS ANORMALES;4;F
7159;R875;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;4;F
7160;R876;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS CITOLOGICOS ANORMALES;4;F
7161;R877;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS HISTOLOGICOS ANORMALES;4;F
7162;R878;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;4;F
7163;R879;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;4;F
7164;R890;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE ENZIMAS;4;A
7165;R891;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE HORMONAS;4;A
7166;R892;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;4;A
7167;R893;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;4;A
7168;R894;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS INMUNOLOGICOS ANORMALES;4;A
7169;R895;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;4;A
7170;R896;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;4;F
7171;R897;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS HISTOLOGICOS ANORMALES;4;A
7172;R898;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;4;A
7173;R899;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;4;A
7174;R900;LESION QUE OCUPA EL ESPACIO INTRACRANEAL;4;A
7175;R908;OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y DEL SISTEMA NERVIOSO CENTRAL;4;A
7176;R91;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON;4;A
7177;R92;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA;4;A
7178;R930;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE;4;A
7179;R931;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CORAZON Y DE LA CIRCULACION CORONARIA;4;A
7180;R932;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y DE LAS VIAS BILIARES;4;A
7181;R933;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE LAS VIAS DIGESTIVAS;4;A
7182;R934;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS;4;A
7183;R935;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES, INCLUIDO EL RETROPERITONEO;4;A
7184;R936;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS;4;A
7185;R937;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR;4;A
7186;R938;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO;4;A
7187;R940;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL;4;A
7188;R941;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES;4;A
7189;R942;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON;4;A
7190;R943;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES;4;A
7191;R944;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RIÑON;4;A
7192;R945;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO;4;A
7193;R946;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES;4;A
7194;R947;RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS;4;A
7195;R948;RESULTADOS ANORMALES EN LOS ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS;4;A
7196;R95;SINDROME DE LA MUERTE SUBITA INFANTIL;4;A
7197;R960;MUERTE INSTANTANEA;4;A
7198;R961;MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA;4;A
7199;R98;MUERTE SIN ASISTENCIA;4;A
7200;R99;OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD;4;A
7201;S000;TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO;4;A
7202;S001;CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR;4;A
7203;S002;OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR;4;A
7204;S003;TRAUMATISMO SUPERFICIAL DE LA NARIZ;4;A
7205;S004;TRAUMATISMO SUPERFICIAL DEL OIDO;4;A
7206;S005;TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL;4;A
7207;S007;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA;4;A
7208;S008;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA;4;A
7209;S009;TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA;4;A
7210;S010;HERIDA DEL CUERO CABELLUDO;4;A
7211;S011;HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR;4;A
7212;S012;HERIDA DE LA NARIZ;4;A
7213;S013;HERIDA DEL OIDO;4;A
7214;S014;HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR;4;A
7215;S015;HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL;4;A
7216;S017;HERIDAS MULTIPLES DE LA CABEZA;4;A
7217;S018;HERIDA DE OTRAS PARTES DE LA CABEZA;4;A
7218;S019;HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA;4;A
7219;S020;FRACTURA DE LA BOVEDA DEL CRANEO;4;A
7220;S021;FRACTURA DE LA BASE DEL CRANEO;4;A
7221;S022;FRACTURA DE LOS HUESOS DE LA NARIZ;4;A
7222;S023;FRACTURA DEL SUELO DE LA ORBITA;4;A
7223;S024;FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR;4;A
7224;S025;FRACTURA DE LOS DIENTES;4;A
7225;S026;FRACTURA DEL MAXILAR INFERIOR;4;A
7226;S027;FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA;4;A
7227;S028;FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA;4;A
7228;S029;FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA;4;A
7229;S030;LUXACION DEL MAXILAR;4;A
7230;S031;LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ;4;A
7231;S032;LUXACION DE DIENTE;4;A
7232;S033;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA;4;A
7233;S034;ESGUINCES Y TORCEDURAS DEL MAXILAR;4;A
7234;S035;ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA;4;A
7235;S040;TRAUMATISMO DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS;4;A
7236;S041;TRAUMATISMO DEL NERVIO MOTOR OCULAR COMUN [III PAR];4;A
7237;S042;TRAUMATISMO DEL NERVIO PATETICO [IV PAR];4;A
7238;S043;TRAUMATISMO DEL NERVIO TRIGEMINO [V PAR];4;A
7239;S044;TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR];4;A
7240;S045;TRAUMATISMO DEL NERVIO FACIAL [VII PAR];4;A
7241;S046;TRAUMATISMO DEL NERVIO ACUSTICO [VIII PAR];4;A
7242;S047;TRAUMATISMO DEL NERVIO ESPINAL [XI PAR];4;A
7243;S048;TRAUMATISMO DE OTROS NERVIOS CRANEALES;4;A
7244;S049;TRAUMATISMO DEL NERVIOS CRANEALES, NO ESPECIFICADO;4;A
7245;S050;TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRAÑO;4;A
7246;S051;CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO;4;A
7247;S052;LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR;4;A
7248;S053;LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR;4;A
7249;S054;HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRAÑO;4;A
7250;S055;HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO;4;A
7251;S056;HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO;4;A
7252;S057;AVULSION DEL OJO;4;A
7253;S058;OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA;4;A
7254;S059;TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO;4;A
7255;S060;CONCUSION;4;A
7256;S061;EDEMA CEREBRAL TRAUMATICO;4;A
7257;S062;TRAUMATISMO CEREBRAL DIFUSO;4;A
7258;S063;TRAUMATISMO CEREBRAL FOCAL;4;A
7259;S064;HEMORRAGIA EPIDURAL;4;A
7260;S065;HEMORRAGIA SUBDURAL TRAUMATICA;4;A
7261;S066;HEMORRAGIA SUBARACNOIDEA TRAUMATICA;4;A
7262;S067;TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO;4;A
7263;S068;OTROS TRAUMATISMOS INTRACRANEALES;4;A
7264;S069;TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO;4;A
7265;S070;TRAUMATISMO POR APLASTAMIENTO DE LA CARA;4;A
7266;S071;TRAUMATISMO POR APLASTAMIENTO DEL CRANEO;4;A
7267;S078;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA;4;A
7268;S079;TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA;4;A
7269;S080;AVULSION DEL CUERO CABELLUDO;4;A
7270;S081;AMPUTACION TRAUMATICA DE LA OREJA;4;A
7271;S088;AMPUTACION TRAUMATICA DE OTRAS PARTES DE LA CABEZA;4;A
7272;S089;AMPUTACION TRAUMATICA DE PARTE NO ESPECIFICADA DE LA CABEZA;4;A
7273;S090;TRAUMATISMO DE LOS VASOS SANGUINEOS DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE;4;A
7274;S091;TRAUMATISMO DE TENDON Y MUSCULOS DE LA CABEZA;4;A
7275;S092;RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO;4;A
7276;S097;TRAUMATISMOS MULTIPLES DE LA CABEZA;4;A
7277;S098;OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS;4;A
7278;S099;TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO;4;A
7279;S100;CONTUSION DE LA GARGANTA;4;A
7280;S101;OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA;4;A
7281;S107;TRAUMATISMO SUPERFICIAL MULTIPLE DEL CUELLO;4;A
7282;S108;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO;4;A
7283;S109;TRAUMATISMO SUPERFICIAL DEL CUELLO, PARTE NO ESPECIFICADA;4;A
7284;S110;HERIDA QUE COMPROMETE LA LARINGE Y LA TRAQUEA;4;A
7285;S111;HERIDA QUE COMPROMETE LA GLANDULA TIROIDES;4;A
7286;S112;HERIDA QUE COMPROMETE LA FARINGE Y EL ESOFAGO CERVICAL;4;A
7287;S117;HERIDAS MULTIPLES DEL CUELLO;4;A
7288;S118;HERIDAS DE OTRAS PARTES DEL CUELLO;4;A
7289;S119;HERIDA DE CUELLO, PARTE NO ESPECIFICADA;4;A
7290;S120;FRACTURA DE LA PRIMERA VERTEBRA CERVICAL;4;A
7291;S121;FRACTURA DE LA SEGUNDA VERTEBRA CERVICAL;4;A
7292;S122;FRACTURA DE OTRAS VERTEBRAS CERVICALES ESPECIFICADAS;4;A
7293;S127;FRACTURAS MULTIPLES DE COLUMNA CERVICAL;4;A
7294;S128;FRACTURA DE OTRAS PARTES DEL CUELLO;4;A
7295;S129;FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA;4;A
7296;S130;RUPTURA TRAUMATICA DE DISCO CERVICAL INTERVERTEBRAL;4;A
7297;S131;LUXACION DE VERTEBRA CERVICAL;4;A
7298;S132;LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO;4;A
7299;S133;LUXACIONES MULTIPLES DEL CUELLO;4;A
7300;S134;ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL;4;A
7301;S135;ESGUINCES Y TORCEDURAS DE LA REGION TIROIDEA;4;A
7302;S136;ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO;4;A
7303;S140;CONCUSION Y EDEMA DE LA MEDULA ESPINAL CERVICAL;4;A
7304;S141;OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS;4;A
7305;S142;TRAUMATISMO DE RAIZ NERVIOSA DE COLUMNA CERVICAL;4;A
7306;S143;TRAUMATISMO DE PLEXO BRAQUIAL;4;A
7307;S144;TRAUMATISMO DE NERVIOS PERIFERICOS DEL CUELLO;4;A
7308;S145;TRAUMATISMO DE NERVIOS CERVICALES SIMPATICOS;4;A
7309;S146;TRAUMATISMO DE OTROS NERVIOS Y DE LOS NO ESPECIFICADOS DEL CUELLO;4;A
7310;S150;TRAUMATISMO DE LA ARTERIA CAROTIDA;4;A
7311;S151;TRAUMATISMO DE LA ARTERIA VERTEBRAL;4;A
7312;S152;TRAUMATISMO DE LA VENA YUGULAR EXTERNA;4;A
7313;S153;TRAUMATISMO DE LA VENA YUGULAR INTERNA;4;A
7314;S157;TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL CUELLO;4;A
7315;S158;TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL CUELLO;4;A
7316;S159;TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS A NIVEL DEL CUELLO;4;A
7317;S16;TRAUMATISMO DE TENDON Y MUSCULOS A NIVEL DEL CUELLO;4;A
7318;S170;TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRAQUEA;4;A
7319;S178;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO;4;A
7320;S179;TRAUMATISMO POR APLASTAMIENTO DEL CUELLO, PARTE NO ESPECIFICADA;4;A
7321;S18;AMPUTACION TRAUMATICA A NIVEL DEL CUELLO;4;A
7322;S197;TRAUMATISMOS MULTIPLES DEL CUELLO;4;A
7323;S198;OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS;4;A
7324;S199;TRAUMATISMO DEL CUELLO, NO ESPECIFICADO;4;A
7325;S200;CONTUSION DE LA MAMA;4;A
7326;S201;OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA;4;A
7327;S202;CONTUSION DEL TORAX;4;A
7328;S203;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX;4;A
7329;S204;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX;4;A
7330;S207;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX;4;A
7331;S208;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX;4;A
7332;S210;HERIDA DE LA MAMA;4;A
7333;S211;HERIDA DE LA PARED ANTERIOR DEL TORAX;4;A
7334;S212;HERIDA DE LA PARED POSTERIOR DEL TORAX;4;A
7335;S217;HERIDA MULTIPLE DE LA PARED TORACICA;4;A
7336;S218;HERIDAS DE OTRAS PARTES DEL TORAX;4;A
7337;S219;HERIDAS DEL TORAX, PARTE NO ESPECIFICADA;4;A
7338;S220;FRACTURA DE VERTEBRA TORACICA;4;A
7339;S221;FRACTURAS MULTIPLES DE COLUMNA TORACICA;4;A
7340;S222;FRACTURA DE ESTERNON;4;A
7341;S223;FRACTURA DE COSTILLA;4;A
7342;S224;FRACTURAS MULTIPLES DE COSTILLA;4;A
7343;S225;TORAX AZOTADO;4;A
7344;S228;FRACTURA DE OTRAS PARTES DEL TORAX OSEO;4;A
7345;S229;FRACTURA DEL TORAX OSEO, PARTE NO ESPECIFICADA;4;A
7346;S230;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL TORACICO;4;A
7347;S231;LUXACION DE VERTEBRA TORACICA;4;A
7348;S232;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX;4;A
7349;S233;ESGUINCES Y TORCEDURAS DE COLUMNA TORACICA;4;A
7350;S234;ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON;4;A
7351;S235;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX;4;A
7352;S240;CONCUSION Y EDEMA DE LA MEDULA ESPINAL TORACICA;4;A
7353;S241;OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MEDULA ESPINAL TORACICA;4;A
7354;S242;TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA;4;A
7355;S243;TRAUMATISMO DE NERVIOS PERIFERICOS DEL TORAX;4;A
7356;S244;TRAUMATISMO DE NERVIOS SIMPATICOS TORACICOS;4;A
7357;S245;TRAUMATISMO DE OTROS NERVIOS DEL TORAX;4;A
7358;S246;TRAUMATISMO DE NERVIO NO ESPECIFICADO DEL TORAX;4;A
7359;S250;TRAUMATISMO DE LA AORTA TORACICA;4;A
7360;S251;TRAUMATISMO DE LA ARTERIA INNOMINADA O SUBCLAVIA;4;A
7361;S252;TRAUMATISMO DE LA VENA CAVA SUPERIOR;4;A
7362;S253;TRAUMATISMO DE LA VENA INNOMINADA O SUBCLAVIA;4;A
7363;S254;TRAUMATISMO DE VASOS SANGUINEOS PULMONARES;4;A
7364;S255;TRAUMATISMO DE VASOS SANGUINEOS INTERCOSTALES;4;A
7365;S257;TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS DEL TORAX;4;A
7366;S258;TRAUMATISMO DE OTROS VASOS SANGUINEOS DEL TORAX;4;A
7367;S259;TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DEL TORAX;4;A
7368;S260;TRAUMATISMO DEL CORAZON CON HEMOPERICARDIO;4;A
7369;S268;OTROS TRAUMATISMOS DEL CORAZON;4;A
7370;S269;TRAUMATISMOS DEL CORAZON, NO ESPECIFICADO;4;A
7371;S270;NEUMOTORAX TRAUMATICO;4;A
7372;S271;HEMOTORAX TRAUMATICO;4;A
7373;S272;HEMONEUMOTORAX TRAUMATICO;4;A
7374;S273;OTROS TRAUMATISMOS DEL PULMON;4;A
7375;S274;TRAUMATISMO DE LOS BRONQUIOS;4;A
7376;S275;TRAUMATISMO DE LA TRAQUEA TORACICA;4;A
7377;S276;TRAUMATISMO DE LA PLEURA;4;A
7378;S277;TRAUMATISMO DE MULTIPLES DE ORGANOS INTRATORACICOS;4;A
7379;S278;TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS, ESPECIFICADOS;4;A
7380;S279;TRAUMATISMO DE ORGANO INTRATORACICO, NO ESPECIFICADOS;4;A
7381;S280;APLASTAMIENTO DEL TORAX;4;A
7382;S281;AMPUTACION TRAUMATICA DE PARTE DEL TORAX;4;A
7383;S290;TRAUMATISMO DEL TENDON Y MUSCULOS A NIVEL DEL TORAX;4;A
7384;S297;TRAUMATISMOS MULTIPLES DEL TORAX;4;A
7385;S298;OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS;4;A
7386;S299;TRAUMATISMO DEL TORAX, NO ESPECIFICADO;4;A
7387;S300;CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7388;S301;CONTUSION DE LA PARED ABDOMINAL;4;A
7389;S302;CONTUSION DE LOS ORGANOS GENITALES EXTERNOS;4;A
7390;S307;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7391;S308;OTROS TRAUMATISMOS SUPERFICIALES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7392;S309;TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA;4;A
7393;S310;HERIDA DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7394;S311;HERIDA DE LA PARED ABDOMINAL;4;A
7395;S312;HERIDA DEL PENE;4;M
7396;S313;HERIDA DEL ESCROTO Y DE LOS TESTICULOS;4;M
7397;S314;HERIDA DE LA VAGINA Y DE LA VULVA;4;F
7398;S315;HERIDA DE OTROS ORGANOS GENITALES EXTERNOS Y DE LOS NO ESPECIFICADOS;4;A
7399;S317;HERIDAS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7400;S318;HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN;4;A
7401;S320;FRACTURA DE VERTEBRA LUMBAR;4;A
7402;S321;FRACTURA DEL SACRO;4;A
7403;S322;FRACTURA DEL COCCIX;4;A
7404;S323;FRACTURA DEL HUESO ILIACO;4;A
7405;S324;FRACTURA DEL ACETABULO;4;A
7406;S325;FRACTURA DEL PUBIS;4;A
7407;S327;FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS;4;A
7408;S328;FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS;4;A
7409;S330;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL LUMBAR;4;A
7410;S331;LUXACION DE VERTEBRA LUMBAR;4;A
7411;S332;LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA;4;A
7412;S333;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS;4;A
7413;S334;RUPTURA TRAUMATICA DE LA SINFISIS DEL PUBIS;4;A
7414;S335;ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR;4;A
7415;S336;ESGUINCES Y TORCEDURAS DE LA ARTICULACION SACROILIACA;4;A
7416;S337;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS;4;A
7417;S340;CONCUSION Y EDEMA DE LA MEDULA ESPINAL LUMBAR;4;A
7418;S341;OTRO TRAUMATISMO DE LA MEDULA ESPINAL LUMBAR;4;A
7419;S342;TRAUMATISMO DE RAIZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA;4;A
7420;S343;TRAUMATISMO DE LA COLA DE CABALLO;4;A
7421;S344;TRAUMATISMO DEL PLEXO LUMBOSACRO;4;A
7422;S345;TRAUMATISMO DE NERVIO(S) SIMPATICO(S) LUMBAR(ES), SACRO(S) Y PELVICO(S);4;A
7423;S346;TRAUMATISMO DE NERVIO(S) PERIFERICO(S) DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS;4;A
7424;S348;TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS Y DE LOS NO ESPECIFICADOS;4;A
7425;S350;TRAUMATISMO DE LA AORTA ABDOMINAL;4;A
7426;S351;TRAUMATISMO DE LA VENA CAVA INFERIOR;4;A
7427;S352;TRAUMATISMO DE LAS ARTERIAS CELIACAS Y MESENTERICAS;4;A
7428;S353;TRAUMATISMO DE VENAS PORTA Y ESPLENICA;4;A
