PK_CODIGO_MAPIISS;DESCRIPCION_MAPIISS;UVR;VR_CIRUJANO;VR_ANESTESIOLOGO;VR_AYUDANTE;VR_SALA;VR_MATERIALES;VR_NETO;TIPO_EVENTO;FK_ID_CENTRO_COSTOS;FK_ID_TARIFARIO;APLICA_SEXO;DESCRIP_EVENTO;AUT_AMB;AUT_HOSP;CANT_MAXIMA;FK_NIVEL_ATENCION;FK_TIPO_RIPS
358703;REPARACION DE COARTACION AORTICA CON INTERPOSICION DE INJERTO;350;444500;336000;126000;445560;0;1352060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
358710;REPARACION DE COARTACION AORTICA POR VIA ENDOVASCULAR (CATETERISMO)   (340);0;0;0;0;0;0;598975;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;3;AP
358800;CORRECCION TOTAL DE TRANSPOSICION DE GRANDES VASOS SOD *;550;698500;528000;198000;775500;0;2200000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
358801;TRANSPOSICION DEL RETORNO VENOSO CON PARCHE O SEPTACION INTERAURICULAR [MUSTARD Y SENNING];550;698500;528000;198000;775500;0;2200000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
358802;TRANSPOSICION ARTERIAL CON REIMPLANTE DE CORONARIAS [JATENE];550;698500;528000;198000;775500;0;2200000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
358803;REPARO DE VENTANA AORTOPULMONAR CON PARCHE AORTICO Y/O PULMONAR;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359200;CREACION DE CONDUCTO ENTRE EL VENTRICULO DERECHO Y LA ARTERIA PULMONAR SOD;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359300;CREACION DE CONDUCTO ENTRE EL VENTRICULO IZQUIERDO Y LA AORTA SOD;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359401;CREACION DE CONDUCTO ENTRE AURICULA Y ARTERIA PULMONAR;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359402;CREACION DE FISTULAS SISTEMICO-PULMONARES;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359403;DERIVACION CAVO- PULMONAR TOTAL [FONTAN];300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359404;DERIVACION CAVO SUPERIOR A ARTERIA PULMONAR [GLENN CLASICO O BIDIRECCIONAL];300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359405;"DERIVACION CAVO SUPERIOR- PULMONAR;  DEJANDO FLUJO ANTEROGRADO (REPARO UNO Y MEDIO VENTRICULAR)";300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359501;"REINTERVENCION POR SANGRADO; DESPUES DE CIRUGIA CARDIACA";150;190500;144000;54000;186410;140120;715030;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359502;REINTERVENCION POR CARDIOPATIAS CONGENITAS COMPLEJAS;570;723900;547200;205200;803700;0;2280000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
359700;CERCLAJE DE ARTERIA PULMONAR SOD;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
360101;"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA; UNO O DOS VASOS   (44)";0;0;0;0;0;0;437365;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
360102;"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA; MAS DE DOS VASOS    (44)";0;0;0;0;0;0;499845;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
360201;"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA SIMPLE CON INFUSION DE AGENTE TROMBOLITICO;   UNO O DOS VASOS    (44)";0;0;0;0;0;0;437365;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
360300;ANGIOPLASTIA DE ARTERIA CORONARIA CON TORAX ABIERTO SOD *;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
360401;INFUSION  ARTERIAL INTRACORONARIA DE TROMBOLITICOS (TROMBOLISIS INTRACORONARIA) VIA ENDOVASCULAR;0;0;0;0;0;0;291000;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
360500;ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA  MULTIPLE (ATERECTOMIA CORONARIA) REALIZADA  DURANTE LA MISMA INTERVENCION SOD    (44);0;0;0;0;0;0;499845;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
360600;INSERCION O IMPLANTE DE PROTESIS INTRACORONARIA (STENT) SOD    (40);0;0;0;0;0;0;109340;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
361100;ANASTOMOSIS AORTOCORONARIA  DE UNA ARTERIA CORONARIA SOD *    (13);470;596900;451200;169200;662700;0;1880000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
361200;ANASTOMOSIS AORTOCORONARIAO DE DOS ARTERIAS CORONARIAS SOD *    (13);470;596900;451200;169200;662700;0;1880000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
361300;ANASTOMOSIS AORTOCORONARIAO DE TRES ARTERIAS CORONARIAS SOD *    (13);470;596900;451200;169200;662700;0;1880000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
361400;ANASTOMOSIS AORTOCORONARIAO DE CUATRO O MAS ARTERIAS CORONARIAS SOD*    (13);490;622300;470400;176400;690900;0;1960000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
361501;"ANASTOMOSIS  SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA; POR ESTERNOTOMIA O TORACOTOMIA    (13)";470;596900;451200;169200;662700;0;1880000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
361701; ANASTOMOSIS CORONARIA PARA REVASCULARIZACION CARDIACA DE UNO O MAS VASOS CON VENA SAFENA POR ESTERNOTOMIA O TORACOTOMIA    (13);470;596900;451200;169200;662700;0;1880000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
362100;REVASCULARIZACION CARDIACA POR IMPLANTACION DE ARTERIA RADIAL SOD    (14);520;660400;499200;187200;733200;0;2080000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
362200;REVASCULARIZACION CARDIACA POR IMPLANTACION DE ARTERIA GASTROEPIPLOICA SOD *    (14);520;660400;499200;187200;733200;0;2080000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
362300;REVASCULARIZACION CARDIACA POR IMPLANTACION DE OTRAS ARTERIAS SOD    (14);520;660400;499200;187200;733200;0;2080000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
363200;REINTERVENCION DE REVASCULARIZACION  CARDIACA ( DERIVACION O PUENTES CORONARIOS) SOD *    (145);550;698500;528000;198000;775500;0;2200000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
369200;REPARACION O CIERRE DE FISTULA AORTO-CORONARIA SOD;350;444500;336000;126000;445560;0;1352060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
370100;PERICARDIOCENTESIS SOD;0;0;0;0;0;0;120915;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
371200;PERICARDIOTOMIA SOD   (144);100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
372101;CATETERISMO CARDIACO DEL LADO DERECHO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO INTRACARDIACO [ESTUDIO ELECTROFISIOLOGICO CARDIACO CONVENCIONAL];0;0;0;0;0;0;484215;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
372200;CATETERISMO CARDIACO DEL LADO IZQUIERDO DEL CORAZON SOD    (43);0;0;0;0;0;0;229955;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
372300;CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON SOD    (43)(141);0;0;0;0;0;0;394445;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
372301;CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO;0;0;0;0;0;0;749295;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;3;AP
372400;CATETERISMO TRANSEPTAL DE CORAZON SOD   (43);0;0;0;0;0;0;256175;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
372401;CATETERISMO TRANSEPTAL DEL CORAZON CON ESTUDIO ELECTROFISILOGICO;0;0;0;0;0;0;730085;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;3;AP
372501;ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO    (259);0;0;0;0;0;0;181000;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
372600;BIOPSIA DE PERICARDIO SOD;75;95250;72000;27000;114830;88610;397690;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
372700;BIOPSIA DE CORAZON SOD;90;114300;86400;32400;129655;95015;457770;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
373100;PERICARDIECTOMIA SOD;240;304800;230400;86400;318255;0;939855;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373103;ESCISION DE QUISTE O TUMOR PERICARDICO;150;190500;144000;54000;186410;140120;715030;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373200;ESCISION DE ANEURISMA DE CORAZON SOD;400;508000;384000;144000;503460;0;1539460;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373301;ESCISION DE TUMOR DEL CORAZON   (75);400;508000;384000;144000;503460;0;1539460;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373302;RESECCION ABIERTA DE  HACES ANOMALOS DEL SISTEMA DE CONDUCCION    (75);450;571500;432000;162000;548020;0;1713520;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373303;RESECCION ENDOMIOCARDICA    (75);400;508000;384000;144000;503460;0;1539460;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373401;"ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON; POR CRIOCIRUGIA O  ELECTROCOAGULACION    (259) (330)";0;0;0;0;0;0;727120;NO POS;18;1;Ambos;Apoyo Tp. No Pos:;SI;SI;30;4;AP
373402;ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON POR RADIOFRECUENCIA    (259) (330);0;0;0;0;0;0;727120;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;3;AP
373600;EXTRACCION DE CUERPO EXTRANO INTRACARDIACO SOD;310;393700;297600;111600;401015;0;1203915;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
373700;EXTRACCION DE CUERPO EXTRANO INTRAPERICARDICO SOD;150;190500;144000;54000;186410;140120;715030;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
374100;CARDIORRAFIA SOD *;150;190500;144000;54000;186410;140120;715030;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
374200;REPARACION DE CORAZON POR RUPTURA POSTINFARTO SOD *;400;508000;384000;144000;503460;0;1539460;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
374300;PERICARDIORRAFIA SOD;125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
375100;TRASPLANTE CARDIACO SOD;1200;1524000;1152000;432000;1692000;0;4800000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
375200;OBTENCION DEL CORAZON ( DONANTE) SOD;500;635000;480000;180000;705000;0;2000000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
376100;IMPLANTACION DE BALON CONTRAPULSACION SOD    (344);100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
377401;INSERCION O SUSTITUCION DE ELECTRODO EPICARDICO POR ESTERNOTOMIA O TORACOTOMIA    (146);350;444500;336000;126000;445560;0;1352060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
377800;INSERCION DE MARCAPASO TRANSVENOSO TEMPORAL (TRANSITORIO) O IMPLANTE DE MONITOR DE EVENTOS SOD;0;0;0;0;0;0;227340;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
378200;IMPLANTACION DE MARCAPASO UNICAMERAL SOD *    (341);0;0;0;0;0;0;374190;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
378300;INSERCION DE MARCAPASOS BICAMERAL SOD *   (341);0;0;0;0;0;0;475400;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
378500;REVISION [REPROGRAMACION] DE APARATO MARCAPASO SOD *;0;0;0;0;0;0;39670;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
378900;RETIRO O ELIMINACION DE MARCAPASOS CARDIACO SOD *    (46);0;0;0;0;0;0;395710;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
379401;IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR  POR VIA INFRACLAVICULAR;180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
379402;IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR  POR  VIA SUBCUTANEA (SUBPECTORAL);180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
379500;REPROGRAMACION DE CARDIOVERSOR/DESFIBRILADOR SOD *;0;0;0;0;0;0;63565;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
379900;EXTRACCION DE CARDIOVERSOR/ DESFIBRILADOR AUTOMATICO SOD;0;0;0;0;0;0;395710;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
380101;TROMBOEMBOLECTOMIA DE CEREBRAL MEDIA    (367);560;711200;537600;201600;789600;0;2240000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380102;TROMBOEMBOLECTOMIA DE COMUNICANTE ANTERIOR    (367);560;711200;537600;201600;789600;0;2240000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380103;TROMBOEMBOLECTOMIA DE CAROTIDA INTERNA SUPRACLINOIDEA    (367);560;711200;537600;201600;789600;0;2240000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380104;TROMBOEMBOLECTOMIA DE OFTALMICA    (367);560;711200;537600;201600;789600;0;2240000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380110;TROMBOLISIS DE VASOS INTRACRANEALES  POR VIA ENDOVASCULAR    (244) (248);0;0;0;0;0;0;2157060;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;4;AP
380201;TROMBOEMBOLECTOMIA ARTERIAL DE ZONA I Y III DE CUELLO;125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380202;TROMBOEMBOLECTOMIA ARTERAL DE ZONA II DE CUELLO;125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380203;TROMBOEMBOLECTOMIA VENOSA DE ZONA I Y III DE  CUELLO;125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380204;TROMBOEMBOLECTOMIA VENOSA DE ZONA II DE  CUELLO;125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
380210;TROMBOLISIS DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR    (244) (248) (352);0;0;0;0;0;0;1647915;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;4;AP
380301;TROMBOLECTOMIA DE ARTERIA SUBCLAVIA;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380302;TROMBOEMBOLECTOMIA  ARTERIAL  AXILAR;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380303;TROMBOEMBOLECTOMIA ARTERIAL DE BRAZO O ANTEBRAZO;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380304;TROMBOLECTOMIA DE VENA SUBCLAVIA;100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380305;TROMBOEMBOLECTOMIA VENOSA AXILAR;90;114300;86400;32400;129655;95015;457770;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380306;TROMBOEMBOLECTOMIA VENOSA DE BRAZO O ANTEBRAZO;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380500;TROMBOEMBOLECTOMIA EN VASOS ESPINALES SOD     (77);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380601;TROMBOEMBOLECTOMIA DE ARTERIAS ABDOMINALES VIA ABIERTA;100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380602;TROMBOLISIS ARTERIAL ABDOMINAL VIA ENDOVASCULAR    (198);0;0;0;0;0;0;291145;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
380700;TROMBOEMBOLECTOMIA DE VENAS ABDOMINALES SOD;100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380701;"TROMBOEMBOLECTOMIA DE  VENAS ABDOMINALES; VIA ABIERTA";100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380702;TROMBOLISIS VENOSA ABDOMINAL VIA ENDOVASCULAR ;0;0;0;0;0;0;378485;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
380801;TROMBOEMBOLECTOMIA SUPRAPATELAR DE ARTERIAS EN MIEMBROS INFERIORES;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380802;TROMBOEMBOLECTOMIA INFRAPATELAR DE ARTERIAS EN  MIEMBROS INFERIORES;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380810;TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR    (198);0;0;0;0;0;0;291145;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
380901;TROMBOEMBOLECTOMIA SUPRAPATELAR VENOSA PROFUNDA;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380902;TROMBOEMBOLECTOMIA INFRAPATELAR VENOSA PROFUNDA;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380903;TROMBOEMBOLECTOMIA VENOSA SUPERFICIAL EN MIEMBROS INFERIORES;80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
380910;TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR    (354);0;0;0;0;0;0;378485;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;2;AP
381101;ENDARTERECTOMIA DE LA CAROTIDA INTERNA PORCION INTRACRANEAL    (76);560;711200;537600;201600;789600;0;2240000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381201;ENDARTERECTOMIA DE LA CAROTIDA COMUN    (10);125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381202;ENDARTERECTOMIA DE ARTERIA CAROTIDA EXTERNA    (10);125;158750;120000;45000;153075;131115;607940;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381203;ENDARTERECTOMIA DE CAROTIDA INTERNA PORCION CERVICAL (76);365;463550;350400;131400;471015;0;1416365;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381301;ENDARTERECTOMIA DE SUBCLAVIA     (76);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
381302;ENDARTERECTOMIA AXILAR    (76);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
381303;ENDARTERECTOMIA DE VASOS DE BRAZO O ANTEBRAZO    (76);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
381400;ENDARTERECTOMIA DE AORTA SOD    (76);185;234950;177600;66600;246970;0;726120;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381500;ENDARTERECTOMIA DE VASOS TORACICOS SOD   (76);185;234950;177600;66600;246970;0;726120;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381501;TROMBOENDARTERECTOMIA PULMONAR     (76);350;444500;336000;126000;445560;0;1352060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381601;ENDARTERECTOMIA RENAL   (76);155;196850;148800;55800;204700;152910;759060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381602;ENDARTERECTOMIA  CELIACA Y/O MESENTERICA    (76);155;196850;148800;55800;204700;152910;759060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
381603;ENDARTERECTOMIA AORTOILIACA    (76);100;127000;96000;36000;144645;109205;512850;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
381801;ENDARTERECTOMIA SUPRAPATELAR    (76);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
381802;ENDARTERECTOMIA INFRAPATELAR    (76);80;101600;76800;28800;114830;88610;410640;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
382101;BIOPSIA DE VASO SANGUINEO  SUPERFICIAL;25;31750;24000;0;26790;32005;114545;POS;2;1;Ambos;Cirugia:;SI;NO;1;1;AP
382102;BIOPSIA DE VASO SANGUINEO PROFUNDO;55;69850;52800;19800;81175;57410;281035;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
382301;PRUEBA FUNCIONAL EN VASOS INTRACRANEALES (PRUEBA DE WADA)    (251);0;0;0;0;0;0;1647915;NO POS;18;1;Ambos;Apoyo Tp. No Pos:;SI;SI;30;4;AP
383101;RESECCION DE MALFORMACION ARTERIOVENOSA SUPRATENTORIAL SPETZLER I Y II;855;1085850;820800;307800;1205550;0;3420000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383102;"RESECCION DE MALFORMACION ARTERIOVENOSA SUPRATENTORIAL SPETZLER III; IV Y V";855;1085850;820800;307800;1205550;0;3420000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383103;RESECCION DE MALFORMACIONES ARTERIO VENOSAS DE LINEA MEDIA E INTRAVENTRICULAR;855;1085850;820800;307800;1205550;0;3420000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383104;RESECCION DE MALFORMACION ARTERIOVENOSA INFRATENTORIAL SPETZLER I Y II;880;1117600;844800;316800;1240800;0;3520000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383105;"RESECCION DE MALFORMACION ARTERIOVENOSA INFRATENTORIAL SPETZLER  III; IV Y V";880;1117600;844800;316800;1240800;0;3520000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383201;RESECCION DE MALFORMACION ARTERIOVENOSA DE CUERO CABELLUDO    (172);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383202;RESECCION ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO   (11);180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383203;RESECCION ARTERIAL CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO    (11);180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383204;RESECCION VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO    (11);180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383205;RESECCION VENOSA CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO    (11);180;228600;172800;64800;246970;0;713170;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383301;RESECCION CON ANASTOMOSIS PRIMARIA DE SUBCLAVIA    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383302;RESECCION CON ANASTOMOSIS PRIMARIA AXILAR    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383303;RESECCION CON ANASTOMOSIS TERMINO-TERMINAL EN BRAZO O ANTEBRAZO    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383401;RECONSTRUCION  DE AORTA TORACICA ASCENDENTE;410;520700;393600;147600;503460;0;1565360;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383402;RECONSTRUCCION DEL CAYADO AORTICO;500;635000;480000;180000;705000;0;2000000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383403;RECONSTRUCION DE AORTA TORACICA DESCENDENTE;400;508000;384000;144000;503460;0;1539460;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383405;"RECONSTRUCION AORTICA TORACO- ABDOMINAL (METODOS CLASICO; DE KOUCHOUKOSY DE LA TROMPA DE ELEFANTE)";500;635000;480000;180000;705000;0;2000000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383501;"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES; SEGMENTO CERVICAL (77)";585;742950;561600;210600;824850;0;2340000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383502;"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES; SEGMENTO TORACICO    (77) ";510;647700;489600;183600;719100;0;2040000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383503;"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES; SEGMENTO LUMBOSACRO    (77)";460;584200;441600;165600;648600;0;1840000;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383601;RESECCION CON ANASTOMOSIS TERMINO-TERMINAL DE ARTERIAS ABDOMINALES   (11);200;254000;192000;72000;246970;0;764970;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383701;RESECCION CON ANASTOMOSIS TERMINO- TERMINAL DE VENAS ABDOMINALES    (11);250;317500;240000;90000;318255;0;965755;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383801;ANASTOMOSIS ARTERIAL PRIMARIA SUPRAPATELAR    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383802;ANASTOMOSIS ARTERIAL PRIMARIA INFRAPATELAR    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
383900;RESECCION CON ANASTOMOSIS DE VENAS DE MIEMBROS INFERIORES SOD    (8);130;165100;124800;46800;153075;131115;620890;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
