PK_CODIGO_MAPIISS;DESCRIPCION_MAPIISS;UVR;VR_CIRUJANO;VR_ANESTESIOLOGO;VR_AYUDANTE;VR_SALA;VR_MATERIALES;VR_NETO;TIPO_EVENTO;FK_ID_CENTRO_COSTOS;FK_ID_TARIFARIO;APLICA_SEXO;DESCRIP_EVENTO;AUT_AMB;AUT_HOSP;CANT_MAXIMA;FK_NIVEL_ATENCION;FK_TIPO_RIPS
52401;SIMPATECTOMIA PRESACRA POR LAPAROTOMIA;150;190500;144000;54000;186410;140120;715030;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
52601;RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO NCOC *;260;330200;249600;93600;318255;0;991655;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
52602;RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO CERVICAL;290;368300;278400;104400;356456;0;1107556;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
52603;SIMPATECTOMIA DIGITAL (DEDO);60;76200;57600;21600;81175;57410;293985;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
53101;BLOQUEO DE NERVIO SIMPATICO UNICO    (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53102;BLOQUEO DE PLEJO BRAQUIAL    (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53103;BLOQUEO DE PLEJO LUMBOSACRO    (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53104;BLOQUEO DE SENO CAROTIDEO     (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53105;BLOQUEO DE UNION MIONEURAL    (65);0;0;0;0;0;0;30985;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53106;BLOQUEO PARACERVICAL BILATERAL    (65);0;0;0;0;0;0;62010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53107;BLOQUEO DE NERVIO FRENICO     (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53108;BLOQUEO DE PLEJO CELIACO    (65);0;0;0;0;0;0;43505;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53109;BLOQUEO DE NERVIOS PUDENDOS    (65);0;0;0;0;0;0;15455;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53110;BLOQUEO DE NERVIO VAGO      (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53111;BLOQUEO DEL NERVIO HIPOGASTRICO SUPERIOR    (65);0;0;0;0;0;0;50960;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53112;BLOQUEO DE NERVIO  ESPLACNICO    (65);0;0;0;0;0;0;44740;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53113;BLOQUEO REGIONAL   (65);0;0;0;0;0;0;34715;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53114;"BLOQUEO SIMPATICO REGIONAL (CERVICAL; TORACCICO O  LUMBAR)    (659";0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53115;BLOQUEO DEL SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER)    (65);0;0;0;0;0;0;43505;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53121;INYECCION DE GANGLIO SIMPATICO CILIAL    (65);0;0;0;0;0;0;31010;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53201;NEUROLISIS DE  PLEJO BRAQUIAL    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53202;NEUROLISIS DE  PLEJO LUMBAR    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53203;NEUROLISIS DE  PLEJO CERVICAL (SUPERFICIAL O PROFUNDO)    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53204;NEUROLISIS DE PLEJO TORACICO    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53205;NEUROLISIS DE  PLEJO CELIACO    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53206;NEUROLISIS DE  PLEJO HIPOGASTRICO    (30);165;209550;158400;59400;204700;152910;784960;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
53207;NEUROLISIS DEL GANGLIO SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER);70;88900;67200;25200;96520;82315;360135;POS;4;1;Ambos;Cirugia:;SI;SI;1;2;AP
53301;"GANGLIOLISIS EN GANGLIOS SIMPATICOS; POR RADIOFRECUENCIA O FENOLIZACION";0;0;0;0;0;0;22705;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
53303;"GANGLIOLISIS EN GANGLIOS PARAVERTEBRALES; POR RADIOFRECUENCIA O FENOLIZACION";0;0;0;0;0;0;22705;POS;19;1;Ambos;Apoyo Tp:;SI;NO;30;1;AP
54101;NEURORRAFIA DE TRONCO DE PLEJO BRAQUIAL;300;381000;288000;108000;401015;0;1178015;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
54102;"NEURORRAFIA DE TRONCO DE PLEJO BRAQUIAL; CON INJERTO DE TRONCOS    (133)";350;444500;336000;126000;445560;0;1352060;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
54103;INJERTO NEUROVASCULAR EN NERVIO O GANGLIO SIMPATICO;250;317500;240000;90000;318255;0;965755;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
54201;"RECONSTRUCCION DE PLEJO; POR NEURORRAFIA";320;406400;307200;115200;401015;0;1229815;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
54202;"RECONSTRUCCION DE PLEJO; POR INJERTO DE NERVIO";250;317500;240000;90000;318255;0;965755;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
54203;"RECONSTRUCCION DE PLEJO; POR NEUROTIZACION    (30)";195;247650;187200;70200;246970;0;752020;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
55100;"EXPLORACION DE PLEJO O TRONCO (CERVICAL; LUMBAR O SACRO) SOD";235;298450;225600;84600;318255;0;926905;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
55101;EXPLORACION SUPRA  E  INFRACLAVICULAR DE PLEJO BRAQUIAL;225;285750;216000;81000;279405;0;862155;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
55200;"DESCOMPRESION DE PLEJO O TRONCO (CERVICAL; LUMBAR O SACRO) SOD";235;298450;225600;84600;318255;0;926905;POS;4;1;Ambos;Cirugia:;SI;SI;1;3;AP
