ID;FK_TARIFARIO;COD_ARTICULO;PARAGRAFO;FK_CODIGO_CUPS;DESCRIPCION;TIPO_PARAGRAFO
5861;1;60;incluye 1;42102;;inclusion
5862;1;60;incluye 1;42201;;inclusion
5863;1;60;incluye 1;42202;;inclusion
5864;1;60;incluye 1;42301;;inclusion
5865;1;60;incluye 1;42302;;inclusion
5866;1;60;incluye 1;42303;;inclusion
5867;1;60;incluye 1;42304;;inclusion
5868;1;60;incluye 1;42305;;inclusion
5869;1;60;incluye 1;42306;;inclusion
5870;1;60;incluye 1;42307;;inclusion
5871;1;60;incluye 1;42308;;inclusion
5872;1;60;incluye 1;43001;;inclusion
5873;1;60;incluye 1;43102;;inclusion
5874;1;60;incluye 1;43103;;inclusion
5875;1;60;incluye 1;43104;;inclusion
5876;1;60;incluye 1;43105;;inclusion
5877;1;60;incluye 1;43106;;inclusion
5878;1;60;incluye 1;43107;;inclusion
5879;1;60;incluye 1;43108;;inclusion
5880;1;60;incluye 1;43109;;inclusion
5881;1;60;incluye 1;44101;;inclusion
5882;1;60;incluye 1;44203;;inclusion
5883;1;60;incluye 1;44204;;inclusion
5884;1;60;incluye 1;44205;;inclusion
5885;1;60;incluye 1;44206;;inclusion
5886;1;60;incluye 1;44207;;inclusion
5887;1;60;incluye 1;44208;;inclusion
5888;1;60;incluye 1;44301;;inclusion
5889;1;60;incluye 1;44311;;inclusion
5890;1;60;incluye 1;44400;;inclusion
5891;1;60;incluye 1;44501;;inclusion
5892;1;60;incluye 1;44502;;inclusion
5893;1;60;incluye 1;44503;;inclusion
5894;1;60;incluye 1;44504;;inclusion
5895;1;60;incluye 1;44506;;inclusion
5896;1;60;incluye 1;44507;;inclusion
5897;1;60;incluye 1;44508;;inclusion
5898;1;60;incluye 1;46101;;inclusion
5899;1;60;incluye 1;47101;;inclusion
5900;1;60;incluye 1;47102;;inclusion
5901;1;60;incluye 1;52101;;inclusion
5902;1;60;incluye 1;52200;;inclusion
5903;1;60;incluye 1;52300;;inclusion
5904;1;60;incluye 1;52401;;inclusion
5905;1;60;incluye 1;52601;;inclusion
5906;1;60;incluye 1;52602;;inclusion
5907;1;60;incluye 1;52603;;inclusion
5908;1;60;incluye 1;53201;;inclusion
5909;1;60;incluye 1;53202;;inclusion
5910;1;60;incluye 1;53203;;inclusion
5911;1;60;incluye 1;53204;;inclusion
5912;1;60;incluye 1;53205;;inclusion
5913;1;60;incluye 1;53206;;inclusion
5914;1;60;incluye 1;53207;;inclusion
5915;1;60;incluye 1;54101;;inclusion
5916;1;60;incluye 1;54102;;inclusion
5917;1;60;incluye 1;54103;;inclusion
5918;1;60;incluye 1;54201;;inclusion
5919;1;60;incluye 1;54202;;inclusion
5920;1;60;incluye 1;54203;;inclusion
5921;1;60;incluye 1;55100;;inclusion
5922;1;60;incluye 1;55101;;inclusion
5923;1;60;incluye 1;55200;;inclusion
5924;1;60;incluye 1;60904;;inclusion
5925;1;60;incluye 1;61200;;inclusion
5926;1;60;incluye 1;61300;;inclusion
5927;1;60;incluye 1;62200;;inclusion
5928;1;60;incluye 1;63100;;inclusion
5929;1;60;incluye 1;63901;;inclusion
5930;1;60;incluye 1;63902;;inclusion
5931;1;60;incluye 1;63903;;inclusion
5932;1;60;incluye 1;64100;;inclusion
5933;1;60;incluye 1;65100;;inclusion
5934;1;60;incluye 1;65200;;inclusion
5935;1;60;incluye 1;66100;;inclusion
5936;1;60;incluye 1;67000;;inclusion
5937;1;60;incluye 1;67100;;inclusion
5938;1;60;incluye 1;67200;;inclusion
5939;1;60;incluye 1;68100;;inclusion
5940;1;60;incluye 1;68900;;inclusion
5941;1;60;incluye 1;70000;;inclusion
5942;1;60;incluye 1;71100;;inclusion
5943;1;60;incluye 1;71200;;inclusion
5944;1;60;incluye 1;71300;;inclusion
5945;1;60;incluye 1;71400;;inclusion
5946;1;60;incluye 1;71600;;inclusion
5947;1;60;incluye 1;71700;;inclusion
5948;1;60;incluye 1;72100;;inclusion
5949;1;60;incluye 1;72200;;inclusion
5950;1;60;incluye 1;72300;;inclusion
5951;1;60;incluye 1;72301;;inclusion
5952;1;60;incluye 1;74100;;inclusion
5953;1;60;incluye 1;75300;;inclusion
5954;1;60;incluye 1;75400;;inclusion
5955;1;60;incluye 1;76100;;inclusion
5956;1;60;incluye 1;76200;;inclusion
5957;1;60;incluye 1;76400;;inclusion
5958;1;60;incluye 1;76500;;inclusion
5959;1;60;incluye 1;78100;;inclusion
5960;1;60;incluye 1;78200;;inclusion
5961;1;60;incluye 1;82302;;inclusion
5962;1;60;incluye 1;82401;;inclusion
5963;1;60;incluye 1;83100;;inclusion
5964;1;60;incluye 1;83200;;inclusion
5965;1;60;incluye 1;83300;;inclusion
5966;1;60;incluye 1;83400;;inclusion
5967;1;60;incluye 1;84200;;inclusion
5968;1;60;incluye 1;84300;;inclusion
5969;1;60;incluye 1;86101;;inclusion
5970;1;60;incluye 1;86102;;inclusion
5971;1;60;incluye 1;86200;;inclusion
5972;1;60;incluye 1;86300;;inclusion
5973;1;60;incluye 1;86400;;inclusion
5974;1;60;incluye 1;87100;;inclusion
5975;1;60;incluye 1;87300;;inclusion
5976;1;60;incluye 1;87401;;inclusion
5977;1;60;incluye 1;88202;;inclusion
5978;1;60;incluye 1;88401;;inclusion
5979;1;60;incluye 1;88402;;inclusion
5980;1;60;incluye 1;88403;;inclusion
5981;1;60;incluye 1;98101;;inclusion
5982;1;60;incluye 1;98201;;inclusion
5983;1;60;incluye 1;98301;;inclusion
5984;1;60;incluye 1;103102;;inclusion
5985;1;60;incluye 1;103104;;inclusion
5986;1;60;incluye 1;103106;;inclusion
5987;1;60;incluye 1;103107;;inclusion
5988;1;60;incluye 1;104100;;inclusion
5989;1;60;incluye 1;104400;;inclusion
5990;1;60;incluye 1;105100;;inclusion
5991;1;60;incluye 1;115100;;inclusion
5992;1;60;incluye 1;115101;;inclusion
5993;1;60;incluye 1;115200;;inclusion
5994;1;60;incluye 1;115301;;inclusion
5995;1;60;incluye 1;115302;;inclusion
5996;1;60;incluye 1;116100;;inclusion
5997;1;60;incluye 1;116200;;inclusion
5998;1;60;incluye 1;116300;;inclusion
5999;1;60;incluye 1;116400;;inclusion
6000;1;60;incluye 1;117300;;inclusion
6001;1;60;incluye 1;117400;;inclusion
6002;1;60;incluye 1;117500;;inclusion
6003;1;60;incluye 1;120000;;inclusion
6004;1;60;incluye 1;121301;;inclusion
6005;1;60;incluye 1;121400;;inclusion
6006;1;60;incluye 1;123001;;inclusion
6007;1;60;incluye 1;123400;;inclusion
6008;1;60;incluye 1;123701;;inclusion
6009;1;60;incluye 1;124201;;inclusion
6010;1;60;incluye 1;124401;;inclusion
6011;1;60;incluye 1;125100;;inclusion
6012;1;60;incluye 1;125400;;inclusion
6013;1;60;incluye 1;126401;;inclusion
6014;1;60;incluye 1;126700;;inclusion
6015;1;60;incluye 1;126705;;inclusion
6016;1;60;incluye 1;127501;;inclusion
6017;1;60;incluye 1;128100;;inclusion
6018;1;60;incluye 1;128401;;inclusion
6019;1;60;incluye 1;128800;;inclusion
6020;1;60;incluye 1;131100;;inclusion
6021;1;60;incluye 1;132200;;inclusion
6022;1;60;incluye 1;132300;;inclusion
6023;1;60;incluye 1;132400;;inclusion
6024;1;60;incluye 1;137100;;inclusion
6025;1;60;incluye 1;137200;;inclusion
6026;1;60;incluye 1;138100;;inclusion
6027;1;60;incluye 1;140000;;inclusion
6028;1;60;incluye 1;142101;;inclusion
6029;1;60;incluye 1;142300;;inclusion
6030;1;60;incluye 1;143101;;inclusion
6031;1;60;incluye 1;143300;;inclusion
6032;1;60;incluye 1;144101;;inclusion
6033;1;60;incluye 1;144102;;inclusion
6034;1;60;incluye 1;144103;;inclusion
6035;1;60;incluye 1;145101;;inclusion
6036;1;60;incluye 1;145300;;inclusion
6037;1;60;incluye 1;146100;;inclusion
6038;1;60;incluye 1;147301;;inclusion
6039;1;60;incluye 1;147401;;inclusion
6040;1;60;incluye 1;147402;;inclusion
6041;1;60;incluye 1;152100;;inclusion
6042;1;60;incluye 1;152200;;inclusion
6043;1;60;incluye 1;154101;;inclusion
6044;1;60;incluye 1;154102;;inclusion
6045;1;60;incluye 1;154103;;inclusion
6046;1;60;incluye 1;161100;;inclusion
6047;1;60;incluye 1;163100;;inclusion
6048;1;60;incluye 1;164100;;inclusion
6049;1;60;incluye 1;164200;;inclusion
6050;1;60;incluye 1;165100;;inclusion
6051;1;60;incluye 1;165200;;inclusion
6052;1;60;incluye 1;166101;;inclusion
6053;1;60;incluye 1;168100;;inclusion
6054;1;60;incluye 1;168301;;inclusion
6055;1;60;incluye 1;168401;;inclusion
6056;1;60;incluye 1;168402;;inclusion
6057;1;60;incluye 1;168403;;inclusion
6058;1;60;incluye 1;168404;;inclusion
6059;1;60;incluye 1;168405;;inclusion
6060;1;60;incluye 1;169201;;inclusion
6061;1;60;incluye 1;169202;;inclusion
6062;1;60;incluye 1;169204;;inclusion
6063;1;60;incluye 1;183102;;inclusion
6064;1;60;incluye 1;183103;;inclusion
6065;1;60;incluye 1;183104;;inclusion
6066;1;60;incluye 1;185101;;inclusion
6067;1;60;incluye 1;186200;;inclusion
6068;1;60;incluye 1;187100;;inclusion
6069;1;60;incluye 1;187101;;inclusion
6070;1;60;incluye 1;187103;;inclusion
6071;1;60;incluye 1;187104;;inclusion
6072;1;60;incluye 1;187105;;inclusion
6073;1;60;incluye 1;187106;;inclusion
6074;1;60;incluye 1;187200;;inclusion
6075;1;60;incluye 1;191100;;inclusion
6076;1;60;incluye 1;194101;;inclusion
6077;1;60;incluye 1;194102;;inclusion
6078;1;60;incluye 1;199100;;inclusion
6079;1;60;incluye 1;204100;;inclusion
6080;1;60;incluye 1;204200;;inclusion
6081;1;60;incluye 1;205101;;inclusion
6082;1;60;incluye 1;205102;;inclusion
6083;1;60;incluye 1;205900;;inclusion
6084;1;60;incluye 1;207301;;inclusion
6085;1;60;incluye 1;207501;;inclusion
6086;1;60;incluye 1;209100;;inclusion
6087;1;60;incluye 1;209600;;inclusion
6088;1;60;incluye 1;209601;;inclusion
6089;1;60;incluye 1;209602;;inclusion
6090;1;60;incluye 1;210400;;inclusion
6091;1;60;incluye 1;210500;;inclusion
6092;1;60;incluye 1;210600;;inclusion
6093;1;60;incluye 1;210800;;inclusion
6094;1;60;incluye 1;210900;;inclusion
6095;1;60;incluye 1;213101;;inclusion
6096;1;60;incluye 1;213102;;inclusion
6097;1;60;incluye 1;213103;;inclusion
6098;1;60;incluye 1;213104;;inclusion
6099;1;60;incluye 1;213105;;inclusion
6100;1;60;incluye 1;213106;;inclusion
6101;1;60;incluye 1;213107;;inclusion
6102;1;60;incluye 1;213201;;inclusion
6103;1;60;incluye 1;215101;;inclusion
6104;1;60;incluye 1;215102;;inclusion
6105;1;60;incluye 1;215103;;inclusion
6106;1;60;incluye 1;217200;;inclusion
6107;1;60;incluye 1;218301;;inclusion
6108;1;60;incluye 1;218302;;inclusion
6109;1;60;incluye 1;218304;;inclusion
6110;1;60;incluye 1;218401;;inclusion
6111;1;60;incluye 1;218801;;inclusion
6112;1;60;incluye 1;218802;;inclusion
6113;1;60;incluye 1;218901;;inclusion
6114;1;60;incluye 1;218902;;inclusion
6115;1;60;incluye 1;218903;;inclusion
6116;1;60;incluye 1;218904;;inclusion
6117;1;60;incluye 1;221401;;inclusion
6118;1;60;incluye 1;221402;;inclusion
6119;1;60;incluye 1;222101;;inclusion
6120;1;60;incluye 1;222102;;inclusion
6121;1;60;incluye 1;223100;;inclusion
6122;1;60;incluye 1;223901;;inclusion
6123;1;60;incluye 1;223902;;inclusion
6124;1;60;incluye 1;223903;;inclusion
6125;1;60;incluye 1;224102;;inclusion
6126;1;60;incluye 1;224103;;inclusion
6127;1;60;incluye 1;224104;;inclusion
6128;1;60;incluye 1;224105;;inclusion
6129;1;60;incluye 1;224106;;inclusion
6130;1;60;incluye 1;224107;;inclusion
6131;1;60;incluye 1;224201;;inclusion
6132;1;60;incluye 1;225300;;inclusion
6133;1;60;incluye 1;226001;;inclusion
6134;1;60;incluye 1;226100;;inclusion
6135;1;60;incluye 1;226201;;inclusion
6136;1;60;incluye 1;226202;;inclusion
6137;1;60;incluye 1;226301;;inclusion
6138;1;60;incluye 1;226302;;inclusion
6139;1;60;incluye 1;226303;;inclusion
6140;1;60;incluye 1;226304;;inclusion
6141;1;60;incluye 1;226308;;inclusion
6142;1;60;incluye 1;226400;;inclusion
6143;1;60;incluye 1;226401;;inclusion
6144;1;60;incluye 1;227101;;inclusion
6145;1;60;incluye 1;236100;;inclusion
6146;1;60;incluye 1;236200;;inclusion
6147;1;60;incluye 1;236300;;inclusion
6148;1;60;incluye 1;237902;;inclusion
6149;1;60;incluye 1;241103;;inclusion
6150;1;60;incluye 1;243105;;inclusion
6151;1;60;incluye 1;243106;;inclusion
6152;1;60;incluye 1;243107;;inclusion
6153;1;60;incluye 1;243108;;inclusion
6154;1;60;incluye 1;243109;;inclusion
6155;1;60;incluye 1;243301;;inclusion
6156;1;60;incluye 1;243302;;inclusion
6157;1;60;incluye 1;244103;;inclusion
6158;1;60;incluye 1;244104;;inclusion
6159;1;60;incluye 1;244105;;inclusion
6160;1;60;incluye 1;244106;;inclusion
6161;1;60;incluye 1;244107;;inclusion
6162;1;60;incluye 1;252000;;inclusion
6163;1;60;incluye 1;252501;;inclusion
6164;1;60;incluye 1;252502;;inclusion
6165;1;60;incluye 1;253000;;inclusion
6166;1;60;incluye 1;254000;;inclusion
6167;1;60;incluye 1;255901;;inclusion
6168;1;60;incluye 1;263100;;inclusion
6169;1;60;incluye 1;263101;;inclusion
6170;1;60;incluye 1;263201;;inclusion
6171;1;60;incluye 1;263202;;inclusion
6172;1;60;incluye 1;263203;;inclusion
6173;1;60;incluye 1;263204;;inclusion
6174;1;60;incluye 1;263205;;inclusion
6175;1;60;incluye 1;264200;;inclusion
6176;1;60;incluye 1;264201;;inclusion
6177;1;60;incluye 1;264901;;inclusion
6178;1;60;incluye 1;273201;;inclusion
6179;1;60;incluye 1;273202;;inclusion
6180;1;60;incluye 1;273203;;inclusion
6181;1;60;incluye 1;273204;;inclusion
6182;1;60;incluye 1;274100;;inclusion
6183;1;60;incluye 1;274201;;inclusion
6184;1;60;incluye 1;274202;;inclusion
6185;1;60;incluye 1;274203;;inclusion
6186;1;60;incluye 1;274304;;inclusion
6187;1;60;incluye 1;274400;;inclusion
6188;1;60;incluye 1;275102;;inclusion
6189;1;60;incluye 1;275301;;inclusion
6190;1;60;incluye 1;275302;;inclusion
6191;1;60;incluye 1;275303;;inclusion
6192;1;60;incluye 1;275304;;inclusion
6193;1;60;incluye 1;275403;;inclusion
6194;1;60;incluye 1;275404;;inclusion
6195;1;60;incluye 1;275500;;inclusion
6196;1;60;incluye 1;275601;;inclusion
6197;1;60;incluye 1;275701;;inclusion
6198;1;60;incluye 1;275901;;inclusion
6199;1;60;incluye 1;275902;;inclusion
6200;1;60;incluye 1;276101;;inclusion
6201;1;60;incluye 1;276204;;inclusion
6202;1;60;incluye 1;276205;;inclusion
6203;1;60;incluye 1;276206;;inclusion
6204;1;60;incluye 1;276207;;inclusion
6205;1;60;incluye 1;278301;;inclusion
6206;1;60;incluye 1;278400;;inclusion
6207;1;60;incluye 1;280100;;inclusion
6208;1;60;incluye 1;282100;;inclusion
6209;1;60;incluye 1;283100;;inclusion
6210;1;60;incluye 1;287100;;inclusion
6211;1;60;incluye 1;290200;;inclusion
6212;1;60;incluye 1;290301;;inclusion
6213;1;60;incluye 1;291100;;inclusion
6214;1;60;incluye 1;293200;;inclusion
6215;1;60;incluye 1;293301;;inclusion
6216;1;60;incluye 1;293302;;inclusion
6217;1;60;incluye 1;293303;;inclusion
6218;1;60;incluye 1;293401;;inclusion
6219;1;60;incluye 1;294100;;inclusion
6220;1;60;incluye 1;294200;;inclusion
6221;1;60;incluye 1;295101;;inclusion
6222;1;60;incluye 1;295201;;inclusion
6223;1;60;incluye 1;295202;;inclusion
6224;1;60;incluye 1;295301;;inclusion
6225;1;60;incluye 1;295500;;inclusion
6226;1;60;incluye 1;295601;;inclusion
6227;1;60;incluye 1;295602;;inclusion
6228;1;60;incluye 1;295603;;inclusion
6229;1;60;incluye 1;295604;;inclusion
6230;1;60;incluye 1;296301;;inclusion
6231;1;60;incluye 1;300101;;inclusion
6232;1;60;incluye 1;300103;;inclusion
6233;1;60;incluye 1;300201;;inclusion
6234;1;60;incluye 1;300202;;inclusion
6235;1;60;incluye 1;300402;;inclusion
6236;1;60;incluye 1;301101;;inclusion
6237;1;60;incluye 1;301102;;inclusion
6238;1;60;incluye 1;301103;;inclusion
6239;1;60;incluye 1;301200;;inclusion
6240;1;60;incluye 1;301400;;inclusion
6241;1;60;incluye 1;303101;;inclusion
6242;1;60;incluye 1;303200;;inclusion
6243;1;60;incluye 1;310101;;inclusion
6244;1;60;incluye 1;310102;;inclusion
6245;1;60;incluye 1;311300;;inclusion
6246;1;60;incluye 1;313101;;inclusion
6247;1;60;incluye 1;313102;;inclusion
6248;1;60;incluye 1;313201;;inclusion
6249;1;60;incluye 1;313202;;inclusion
6250;1;60;incluye 1;314201;;inclusion
6251;1;60;incluye 1;314203;;inclusion
6252;1;60;incluye 1;314204;;inclusion
6253;1;60;incluye 1;314300;;inclusion
6254;1;60;incluye 1;314400;;inclusion
6255;1;60;incluye 1;314501;;inclusion
6256;1;60;incluye 1;314502;;inclusion
6257;1;60;incluye 1;315000;;inclusion
6258;1;60;incluye 1;315101;;inclusion
6259;1;60;incluye 1;315102;;inclusion
6260;1;60;incluye 1;316201;;inclusion
6261;1;60;incluye 1;316401;;inclusion
6262;1;60;incluye 1;316402;;inclusion
6263;1;60;incluye 1;316403;;inclusion
6264;1;60;incluye 1;316501;;inclusion
6265;1;60;incluye 1;316502;;inclusion
6266;1;60;incluye 1;316503;;inclusion
6267;1;60;incluye 1;316700;;inclusion
6268;1;60;incluye 1;317100;;inclusion
6269;1;60;incluye 1;317202;;inclusion
6270;1;60;incluye 1;317300;;inclusion
6271;1;60;incluye 1;317301;;inclusion
6272;1;60;incluye 1;317400;;inclusion
6273;1;60;incluye 1;317501;;inclusion
6274;1;60;incluye 1;319100;;inclusion
6275;1;60;incluye 1;319201;;inclusion
6276;1;60;incluye 1;319300;;inclusion
6277;1;60;incluye 1;319402;;inclusion
6278;1;60;incluye 1;320001;;inclusion
6279;1;60;incluye 1;320201;;inclusion
6280;1;60;incluye 1;320202;;inclusion
6281;1;60;incluye 1;322100;;inclusion
6282;1;60;incluye 1;322200;;inclusion
6283;1;60;incluye 1;323100;;inclusion
6284;1;60;incluye 1;324200;;inclusion
6285;1;60;incluye 1;325100;;inclusion
6286;1;60;incluye 1;325200;;inclusion
6287;1;60;incluye 1;325300;;inclusion
6288;1;60;incluye 1;325400;;inclusion
6289;1;60;incluye 1;325500;;inclusion
6290;1;60;incluye 1;330101;;inclusion
6291;1;60;incluye 1;332001;;inclusion
6292;1;60;incluye 1;332100;;inclusion
6293;1;60;incluye 1;332201;;inclusion
6294;1;60;incluye 1;332205;;inclusion
6295;1;60;incluye 1;332301;;inclusion
6296;1;60;incluye 1;332400;;inclusion
6297;1;60;incluye 1;332700;;inclusion
6298;1;60;incluye 1;332701;;inclusion
6299;1;60;incluye 1;334100;;inclusion
6300;1;60;incluye 1;334201;;inclusion
6301;1;60;incluye 1;334202;;inclusion
6302;1;60;incluye 1;334301;;inclusion
6303;1;60;incluye 1;334302;;inclusion
6304;1;60;incluye 1;334400;;inclusion
6305;1;60;incluye 1;335100;;inclusion
6306;1;60;incluye 1;335200;;inclusion
6307;1;60;incluye 1;336100;;inclusion
6308;1;60;incluye 1;339400;;inclusion
6309;1;17;incluye 1;340101;;inclusion
6310;1;60;incluye 1;340200;;inclusion
6311;1;60;incluye 1;340300;;inclusion
6312;1;60;incluye 1;341101;;inclusion
6313;1;60;incluye 1;341102;;inclusion
6314;1;17;incluye 1;342000;;inclusion
6315;1;60;incluye 1;342100;;inclusion
6316;1;60;incluye 1;342200;;inclusion
6317;1;60;incluye 1;342403;;inclusion
6318;1;60;incluye 1;342600;;inclusion
6319;1;60;incluye 1;342700;;inclusion
6320;1;60;incluye 1;343201;;inclusion
6321;1;60;incluye 1;343202;;inclusion
6322;1;60;incluye 1;343300;;inclusion
6323;1;60;incluye 1;343301;;inclusion
6324;1;60;incluye 1;343302;;inclusion
6325;1;60;incluye 1;343303;;inclusion
6326;1;60;incluye 1;343401;;inclusion
6327;1;60;incluye 1;343402;;inclusion
6328;1;60;incluye 1;344101;;inclusion
6329;1;60;incluye 1;344300;;inclusion
6330;1;60;incluye 1;345100;;inclusion
6331;1;60;incluye 1;345300;;inclusion
6332;1;60;incluye 1;347000;;inclusion
6333;1;60;incluye 1;347001;;inclusion
6334;1;60;incluye 1;347005;;inclusion
6335;1;60;incluye 1;347200;;inclusion
6336;1;60;incluye 1;347300;;inclusion
6337;1;60;incluye 1;347400;;inclusion
6338;1;60;incluye 1;347500;;inclusion
6339;1;60;incluye 1;347600;;inclusion
6340;1;60;incluye 1;347801;;inclusion
6341;1;60;incluye 1;347802;;inclusion
6342;1;60;incluye 1;348201;;inclusion
6343;1;60;incluye 1;348202;;inclusion
6344;1;60;incluye 1;348500;;inclusion
6345;1;60;incluye 1;348600;;inclusion
6346;1;60;incluye 1;349201;;inclusion
6347;1;60;incluye 1;349400;;inclusion
6348;1;60;incluye 1;351100;;inclusion
6349;1;60;incluye 1;351200;;inclusion
6350;1;60;incluye 1;351300;;inclusion
6351;1;60;incluye 1;351400;;inclusion
6352;1;60;incluye 1;352100;;inclusion
6353;1;60;incluye 1;352200;;inclusion
6354;1;60;incluye 1;352300;;inclusion
6355;1;60;incluye 1;352400;;inclusion
6356;1;60;incluye 1;352500;;inclusion
6357;1;60;incluye 1;352600;;inclusion
6358;1;60;incluye 1;352700;;inclusion
6359;1;60;incluye 1;355101;;inclusion
6360;1;60;incluye 1;355201;;inclusion
6361;1;60;incluye 1;356101;;inclusion
6362;1;60;incluye 1;356201;;inclusion
6363;1;60;incluye 1;356202;;inclusion
6364;1;60;incluye 1;358001;;inclusion
6365;1;60;incluye 1;358002;;inclusion
6366;1;60;incluye 1;358101;;inclusion
6367;1;60;incluye 1;358102;;inclusion
6368;1;60;incluye 1;358103;;inclusion
6369;1;60;incluye 1;358104;;inclusion
6370;1;60;incluye 1;358105;;inclusion
6371;1;60;incluye 1;358106;;inclusion
6372;1;60;incluye 1;358201;;inclusion
6373;1;60;incluye 1;358202;;inclusion
6374;1;60;incluye 1;358203;;inclusion
6375;1;60;incluye 1;358204;;inclusion
6376;1;60;incluye 1;358205;;inclusion
6377;1;60;incluye 1;358206;;inclusion
6378;1;60;incluye 1;358207;;inclusion
6379;1;60;incluye 1;358208;;inclusion
6380;1;60;incluye 1;358209;;inclusion
6381;1;60;incluye 1;358301;;inclusion
6382;1;60;incluye 1;358306;;inclusion
6383;1;60;incluye 1;358307;;inclusion
6384;1;60;incluye 1;358308;;inclusion
6385;1;60;incluye 1;358401;;inclusion
6386;1;60;incluye 1;358402;;inclusion
6387;1;60;incluye 1;358403;;inclusion
6388;1;60;incluye 1;358501;;inclusion
6389;1;60;incluye 1;358502;;inclusion
6390;1;60;incluye 1;358503;;inclusion
6391;1;60;incluye 1;358504;;inclusion
6392;1;60;incluye 1;358505;;inclusion
6393;1;60;incluye 1;358506;;inclusion
6394;1;60;incluye 1;358507;;inclusion
6395;1;60;incluye 1;358508;;inclusion
6396;1;60;incluye 1;358509;;inclusion
6397;1;60;incluye 1;358510;;inclusion
6398;1;60;incluye 1;358701;;inclusion
6399;1;60;incluye 1;358702;;inclusion
6400;1;60;incluye 1;358703;;inclusion
6401;1;60;incluye 1;358800;;inclusion
6402;1;60;incluye 1;358801;;inclusion
6403;1;60;incluye 1;358802;;inclusion
6404;1;60;incluye 1;358803;;inclusion
6405;1;60;incluye 1;359200;;inclusion
6406;1;60;incluye 1;359300;;inclusion
6407;1;60;incluye 1;359401;;inclusion
6408;1;60;incluye 1;359402;;inclusion
6409;1;60;incluye 1;359403;;inclusion
6410;1;60;incluye 1;359404;;inclusion
6411;1;60;incluye 1;359405;;inclusion
6412;1;60;incluye 1;359501;;inclusion
6413;1;60;incluye 1;359502;;inclusion
6414;1;60;incluye 1;359700;;inclusion
6415;1;60;incluye 1;360300;;inclusion
6416;1;60;incluye 1;361100;;inclusion
6417;1;60;incluye 1;361200;;inclusion
6418;1;60;incluye 1;361300;;inclusion
6419;1;60;incluye 1;361400;;inclusion
6420;1;60;incluye 1;361501;;inclusion
6421;1;60;incluye 1;361701;;inclusion
6422;1;60;incluye 1;362100;;inclusion
6423;1;60;incluye 1;362200;;inclusion
6424;1;60;incluye 1;362300;;inclusion
6425;1;60;incluye 1;369200;;inclusion
6426;1;60;incluye 1;371200;;inclusion
6427;1;60;incluye 1;372600;;inclusion
6428;1;60;incluye 1;372700;;inclusion
6429;1;60;incluye 1;373100;;inclusion
6430;1;60;incluye 1;373103;;inclusion
6431;1;60;incluye 1;373200;;inclusion
6432;1;60;incluye 1;373301;;inclusion
6433;1;60;incluye 1;373302;;inclusion
6434;1;60;incluye 1;373303;;inclusion
6435;1;60;incluye 1;373600;;inclusion
6436;1;60;incluye 1;373700;;inclusion
6437;1;60;incluye 1;374100;;inclusion
6438;1;60;incluye 1;374200;;inclusion
6439;1;60;incluye 1;374300;;inclusion
6440;1;60;incluye 1;375100;;inclusion
6441;1;60;incluye 1;375200;;inclusion
6442;1;60;incluye 1;376100;;inclusion
6443;1;60;incluye 1;379401;;inclusion
6444;1;60;incluye 1;379402;;inclusion
6445;1;60;incluye 1;380101;;inclusion
6446;1;60;incluye 1;380102;;inclusion
6447;1;60;incluye 1;380201;;inclusion
6448;1;60;incluye 1;380202;;inclusion
6449;1;60;incluye 1;380203;;inclusion
6450;1;60;incluye 1;380204;;inclusion
6451;1;60;incluye 1;380301;;inclusion
6452;1;60;incluye 1;380302;;inclusion
6453;1;60;incluye 1;380303;;inclusion
6454;1;60;incluye 1;380304;;inclusion
6455;1;60;incluye 1;380305;;inclusion
6456;1;60;incluye 1;380306;;inclusion
6457;1;60;incluye 1;380500;;inclusion
6458;1;60;incluye 1;380601;;inclusion
6459;1;60;incluye 1;380700;;inclusion
6460;1;60;incluye 1;380701;;inclusion
6461;1;60;incluye 1;380801;;inclusion
6462;1;60;incluye 1;380802;;inclusion
6463;1;60;incluye 1;380901;;inclusion
6464;1;60;incluye 1;380902;;inclusion
6465;1;60;incluye 1;380903;;inclusion
6466;1;60;incluye 1;381201;;inclusion
6467;1;60;incluye 1;381202;;inclusion
6468;1;60;incluye 1;381203;;inclusion
6469;1;60;incluye 1;381301;;inclusion
6470;1;60;incluye 1;381302;;inclusion
6471;1;60;incluye 1;381303;;inclusion
6472;1;60;incluye 1;381400;;inclusion
6473;1;60;incluye 1;381501;;inclusion
6474;1;60;incluye 1;381601;;inclusion
6475;1;60;incluye 1;381602;;inclusion
6476;1;60;incluye 1;381603;;inclusion
6477;1;60;incluye 1;381801;;inclusion
6478;1;60;incluye 1;381802;;inclusion
6479;1;60;incluye 1;383101;;inclusion
6480;1;60;incluye 1;383102;;inclusion
6481;1;60;incluye 1;383103;;inclusion
6482;1;60;incluye 1;383104;;inclusion
6483;1;60;incluye 1;383105;;inclusion
6484;1;60;incluye 1;383201;;inclusion
6485;1;60;incluye 1;383202;;inclusion
6486;1;60;incluye 1;383203;;inclusion
6487;1;60;incluye 1;383204;;inclusion
6488;1;60;incluye 1;383205;;inclusion
6489;1;60;incluye 1;383301;;inclusion
6490;1;60;incluye 1;383302;;inclusion
6491;1;60;incluye 1;383303;;inclusion
6492;1;60;incluye 1;383401;;inclusion
6493;1;60;incluye 1;383402;;inclusion
