id;id_tarifario;codigo_cups;codigo_diagnostico
1214;1;778101;Z801
1215;1;778101;Z802
1216;1;778101;Z803
1217;1;778101;Z804
1218;1;778101;Z805
1219;1;778101;Z807
1220;1;778101;Z808
1221;1;778101;Z809
1222;1;778101;Z850
1223;1;778101;Z851
1224;1;778101;Z852
1225;1;778101;Z853
1226;1;778101;Z854
1227;1;778101;Z855
1228;1;778101;Z857
1229;1;778101;Z858
1230;1;778101;Z859
1231;1;778101;Z860
1232;1;778306;B213
1233;1;778306;B217
1234;1;778306;B218
1235;1;778306;B219
1236;1;778306;C000
1237;1;778306;C001
1238;1;778306;C002
1239;1;778306;C003
1240;1;778306;C004
1241;1;778306;C005
1242;1;778306;C006
1243;1;778306;C009
1244;1;778306;C01
1245;1;778306;C020
1246;1;778306;C021
1247;1;778306;C022
1248;1;778306;C023
1249;1;778306;C024
1250;1;778306;C029
1251;1;778306;C030
1252;1;778306;C031
1253;1;778306;C039
1254;1;778306;C040
1255;1;778306;C041
1256;1;778306;C049
1257;1;778306;C050
1258;1;778306;C051
1259;1;778306;C052
1260;1;778306;C059
1261;1;778306;C060
1262;1;778306;C061
1263;1;778306;C062
1264;1;778306;C069
1265;1;778306;C07
1266;1;778306;C080
1267;1;778306;C081
1268;1;778306;C089
1269;1;778306;C090
1270;1;778306;C091
1271;1;778306;C099
1272;1;778306;C100
1273;1;778306;C101
1274;1;778306;C102
1275;1;778306;C103
1276;1;778306;C104
1277;1;778306;C109
1278;1;778306;C110
1279;1;778306;C111
1280;1;778306;C112
1281;1;778306;C113
1282;1;778306;C119
1283;1;778306;C12
1284;1;778306;C130
1285;1;778306;C131
1286;1;778306;C132
1287;1;778306;C139
1288;1;778306;C140
1289;1;778306;C142
1290;1;778306;C150
1291;1;778306;C151
1292;1;778306;C152
1293;1;778306;C153
1294;1;778306;C154
1295;1;778306;C155
1296;1;778306;C159
1297;1;778306;C160
1298;1;778306;C161
1299;1;778306;C162
1300;1;778306;C163
1301;1;778306;C164
1302;1;778306;C165
1303;1;778306;C166
1304;1;778306;C169
1305;1;778306;C170
1306;1;778306;C171
1307;1;778306;C172
1308;1;778306;C173
1309;1;778306;C178
1310;1;778306;C179
1311;1;778306;C180
1312;1;778306;C181
1313;1;778306;C182
1314;1;778306;C183
1315;1;778306;C184
1316;1;778306;C185
1317;1;778306;C186
1318;1;778306;C187
1319;1;778306;C189
1320;1;778306;C19
1321;1;778306;C20
1322;1;778306;C210
1323;1;778306;C211
1324;1;778306;C212
1325;1;778306;C229
1326;1;778306;C23
1327;1;778306;C240
1328;1;778306;C241
1329;1;778306;C249
1330;1;778306;C250
1331;1;778306;C251
1332;1;778306;C252
1333;1;778306;C253
1334;1;778306;C254
1335;1;778306;C257
1336;1;778306;C259
1337;1;778306;C260
1338;1;778306;C261
1339;1;778306;C269
