id;id_tarifario;codigo_cups;rango_desde;rango_hasta
19041;5;13580;0;150
19042;5;13581;0;150
19043;5;13582;0;150
19044;5;13583;0;150
19045;5;13590;0;150
19046;5;13591;0;150
19047;5;13592;0;150
19048;5;13593;0;150
19049;5;13594;0;150
19050;5;13595;0;150
19051;5;13596;0;150
19052;5;13600;0;150
19053;5;13601;0;150
19054;5;13610;0;150
19055;5;13611;0;150
19056;5;13612;0;150
19057;5;13620;0;150
19058;5;13630;0;150
19059;5;13640;0;150
19060;5;13641;0;150
19061;5;13650;0;150
19062;5;13651;0;150
19063;5;13652;0;150
19064;5;13653;0;150
19065;5;13660;0;150
19066;5;13661;0;150
19067;5;13662;0;150
19068;5;13670;0;150
19069;5;13671;0;150
19070;5;13700;0;150
19071;5;13701;0;150
19072;5;13702;0;150
19073;5;13703;0;150
19074;5;13704;0;150
19075;5;13705;0;150
19076;5;13706;0;150
19077;5;13710;0;150
19078;5;13711;0;150
19079;5;13712;0;150
19080;5;13713;0;150
19081;5;13714;0;150
19082;5;13715;0;150
19083;5;13720;0;150
19084;5;13721;0;150
19085;5;13722;0;150
19086;5;13723;0;150
19087;5;13724;0;150
19088;5;13725;0;150
19089;5;13726;0;150
19090;5;13727;0;150
19091;5;13730;0;150
19092;5;13731;0;150
19093;5;13732;0;150
19094;5;13733;0;150
19095;5;13734;0;150
19096;5;13735;0;150
19097;5;13736;0;150
19098;5;13740;0;150
19099;5;13741;0;150
19100;5;13742;0;150
19101;5;13743;0;150
19102;5;13744;0;150
19103;5;13745;0;150
19104;5;13746;0;150
19105;5;13747;0;150
19106;5;13750;0;150
19107;5;13751;0;150
19108;5;13752;0;150
19109;5;13753;0;150
19110;5;13754;0;150
19111;5;13755;0;150
19112;5;13756;0;150
19113;5;13760;0;150
19114;5;13761;0;150
19115;5;13762;0;150
19116;5;13763;0;150
19117;5;13764;0;150
19118;5;13765;0;150
19119;5;13766;0;150
19120;5;13800;0;150
19121;5;13801;0;150
19122;5;13810;0;150
19123;5;13820;0;150
19124;5;13821;0;150
19125;5;13822;0;150
19126;5;13823;0;150
19127;5;13824;0;150
19128;5;13825;0;150
19129;5;13826;0;150
19130;5;13827;0;150
19131;5;13828;0;150
19132;5;13830;0;150
19133;5;13831;0;150
19134;5;13832;0;150
19135;5;13833;0;150
19136;5;13834;0;150
19137;5;13835;0;150
19138;5;13836;0;150
19139;5;13837;0;150
19140;5;13838;0;150
19141;5;13840;0;150
19142;5;13841;0;150
19143;5;13842;0;150
19144;5;13843;0;150
19145;5;13844;0;150
19146;5;13850;0;150
19147;5;13851;0;150
19148;5;13852;0;150
19149;5;13853;0;150
19150;5;13860;0;150
19151;5;13861;0;150
19152;5;13862;0;150
19153;5;13863;0;150
19154;5;13864;0;150
19155;5;13865;0;150
19156;5;13866;0;150
19157;5;13867;0;150
19158;5;13870;0;150
19159;5;13871;0;150
19160;5;13872;0;150
19161;5;13873;0;150
19162;5;13880;0;150
19163;5;13881;0;150
19164;5;13883;0;150
19165;5;14100;0;150
19166;5;14101;0;150
