pk_id_diagnostisco;pk_codido_diagnostico;descripcion_diagnostico;fk_id_tipo_origen;aplica_sexo
11330;Y243;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11331;Y244;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11332;Y245;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11333;Y246;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11334;Y247;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11335;Y248;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11336;Y249;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11337;Y250;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11338;Y251;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11339;Y252;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11340;Y253;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11341;Y254;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11342;Y255;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11343;Y256;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11344;Y257;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11345;Y258;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11346;Y259;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11347;Y260;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11348;Y261;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11349;Y262;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11350;Y263;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11351;Y264;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11352;Y265;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11353;Y266;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11354;Y267;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11355;Y268;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11356;Y269;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11357;Y270;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11358;Y271;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11359;Y272;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11360;Y273;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11361;Y274;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11362;Y275;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11363;Y276;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11364;Y277;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11365;Y278;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11366;Y279;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11367;Y280;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11368;Y281;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11369;Y282;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11370;Y283;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11371;Y284;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11372;Y285;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11373;Y286;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11374;Y287;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11375;Y288;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11376;Y289;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11377;Y290;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11378;Y291;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11379;Y292;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11380;Y293;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11381;Y294;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11382;Y295;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11383;Y296;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11384;Y297;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11385;Y298;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11386;Y299;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11387;Y300;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11388;Y301;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11389;Y302;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11390;Y303;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11391;Y304;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11392;Y305;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11393;Y306;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11394;Y307;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11395;Y308;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11396;Y309;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11397;Y310;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11398;Y311;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11399;Y312;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11400;Y313;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11401;Y314;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11402;Y315;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11403;Y316;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11404;Y317;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11405;Y318;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11406;Y319;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11407;Y320;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: VIVIENDA;2;Ambos
11408;Y321;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;2;Ambos
11409;Y322;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;2;Ambos
11410;Y323;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;2;Ambos
11411;Y324;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;2;Ambos
11412;Y325;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;2;Ambos
11413;Y326;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;2;Ambos
11414;Y327;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: GRANJA;2;Ambos
11415;Y328;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;2;Ambos
11416;Y329;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;2;Ambos
11417;Y330;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11418;Y331;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11419;Y332;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11420;Y333;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11421;Y334;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11422;Y335;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11423;Y336;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11424;Y337;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11425;Y338;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11426;Y339;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11427;Y340;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: VIVIENDA;4;Ambos
11428;Y341;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL;4;Ambos
11429;Y342;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS;4;Ambos
11430;Y343;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO;4;Ambos
11431;Y344;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS;4;Ambos
11432;Y345;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS;4;Ambos
11433;Y346;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION;4;Ambos
11434;Y347;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: GRANJA;4;Ambos
11435;Y348;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO;4;Ambos
11436;Y349;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO;4;Ambos
11437;Y350;INTERVENCION LEGAL CON DISPARO DE ARMA DE FUEGO;4;Ambos
11438;Y351;INTERVENCION LEGAL CON EXPLOSIVOS;4;Ambos
11439;Y352;INTERVENCION LEGAL CON GAS;4;Ambos
11440;Y353;INTERVENCION LEGAL CON OBJETOS ROMOS O SIN FILO;4;Ambos
11441;Y354;INTERVENCION LEGAL CON OBJETOS CORTANTES;4;Ambos
11442;Y355;EJECUCION LEGAL;4;Ambos
11443;Y356;INTERVENCION LEGAL CON OTROS MEDIOS ESPECIFICADOS;4;Ambos
11444;Y357;INTERVENCION LEGAL, MEDIOS NO ESPECIFICADOS;4;Ambos
11445;Y360;OPERACIONES DE GUERRA CON EXPLOSION DE ARMAMENTO NAVAL;4;Ambos
11446;Y361;OPERACIONES DE GUERRA CON DESTRUCCION DE AERONAVE;4;Ambos
11447;Y362;OPERACIONES DE GUERRA CON OTRAS EXPLOSIONES Y ESQUIRLAS;4;Ambos
11448;Y363;OPERACIONES DE GUERRA CON FUEGO Y SUSTANCIAS INCENDIARIAS Y CALIENTES;4;Ambos
11449;Y364;OPERACIONES DE GUERRA CON DISPARO DE ARMA DE FUEGO Y OTRAS FORMAS DE GUERRA CONVENCIONAL;4;Ambos
11450;Y365;OPERACIONES DE GUERRA CON ARMAS NUCLEARES;4;Ambos
11451;Y366;OPERACIONES DE GUERRA CON ARMAS BIOLOGICAS;4;Ambos
11452;Y367;OPERACIONES DE GUERRA CON ARMAS QUIMICAS Y OTRAS FORMAS DE GUERRA NO CONVENCIONAL;4;Ambos
11453;Y368;OPERACIONES DE GUERRA QUE OCURREN DESPUES DEL CESE DE HOSTILIDADES;4;Ambos
11454;Y369;OPERACION DE GUERRA NO ESPECIFICADA;4;Ambos
11455;Y400;EFECTOS ADVERSOS DE PENICILINAS;4;Ambos
11456;Y401;EFECTOS ADVERSOS DE CEFALOSPORINAS Y OTROS ANTIBIOTICOS BETALACTAMICOS;4;Ambos
11457;Y402;EFECTOS ADVERSOS DEL GRUPO DE CLORAMFENICOL;4;Ambos
11458;Y403;EFECTOS ADVERSOS DE LOS MACROLIDOS;4;Ambos
11459;Y404;EFECTOS ADVERSOS DE TETRACICLINAS;4;Ambos
11460;Y405;EFECTOS ADVERSOS DE AMINOGLICOSIDOS;4;Ambos
11461;Y406;EFECTOS ADVERSOS DE RIFAMICINAS;4;Ambos
11462;Y407;EFECTOS ADVERSOS DE ANTIBIOTICOS ANTIMICOTICOS USADOS SISTEMATICAMENTE;4;Ambos
11463;Y408;EFECTOS ADVERSOS DE OTROS ANTIBIOTICOS SISTEMICOS;4;Ambos
11464;Y409;EFECTOS ADVERSOS DE ANTIBIOTICO SISTEMICO NO ESPECIFICADO;4;Ambos
11465;Y410;EFECTOS ADVERSOS DE SULFONAMIDAS;4;Ambos
11466;Y411;EFECTOS ADVERSOS DE DROGAS ANTIMICOBACTERIANAS;4;Ambos
11467;Y412;EFECTOS ADVERSOS DE DROGAS ANTIPALUDICAS Y AGENTES QUE ACTUAN SOBRE OTROS PROTOZOARIOS DE LA SANGRE;4;Ambos
11468;Y413;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIPROTOZOARIAS;4;Ambos
11469;Y414;EFECTOS ADVERSOS DE ANTIHELMINTICOS;4;Ambos
11470;Y415;EFECTOS ADVERSOS DE DROGAS ANTIVIRALES;4;Ambos
11471;Y418;EFECTOS ADVERSOS DE OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS ESPECIFICADOS;4;Ambos
11472;Y419;EFECTOS ADVERSOS DE ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS NO ESPECIFICADOS;4;Ambos
11473;Y420;EFECTOS ADVERSOS DE GLUCOCORTICOIDES Y ANALOGOS SINTETICOS;4;Ambos
11474;Y421;EFECTOS ADVERSOS DE HORMONAS TIROIDEAS Y SUSTITUTOS;4;Ambos
11475;Y422;EFECTOS ADVERSOS DE DROGAS ANTITIROIDEAS;4;Ambos
11476;Y423;EFECTOS ADVERSOS DE DROGAS HIPOGLUCEMIANTES ORALES E INSULINA [ANTIDIABETICAS];4;Ambos
11477;Y424;EFECTOS ADVERSOS DE ANTICONCEPTIVOS ORALES;4;Ambos
11478;Y425;EFECTOS ADVERSOS DE OTROS ESTROGENOS Y PROGESTAGENOS;4;Ambos
11479;Y426;EFECTOS ADVERSOS DE ANTIGONADOTROPINAS, ANTIESTROGENOS Y ANTIANDROGENOS, NO CLASIFICADOS EN OTRA PARTE;4;Ambos
11480;Y427;EFECTOS ADVERSOS DE ANDROGENOS Y CONGENERES ANABOLICOS;4;Ambos
11481;Y428;EFECTOS ADVERSOS DE OTRAS HORMONAS Y SUS SUSTITUTOS SINTETICOS, Y LAS NO ESPECIFICADAS;4;Ambos
11482;Y429;EFECTOS ADVERSOS DE OTRAS HORMONAS ANTAGONISTAS, Y LAS NO ESPECIFICADAS;4;Ambos
11483;Y430;EFECTOS ADVERSOS DE ANTIALERGICOS Y ANTIEMETICOS;4;Ambos
11484;Y431;EFECTOS ADVERSOS DE ANTIMETABOLITOS ANTINEOPLASICOS;4;Ambos
11485;Y432;EFECTOS ADVERSOS DE PRODUCTOS NATURALES ANTINEOPLASICOS;4;Ambos
11486;Y433;EFECTOS ADVERSOS DE OTRAS DROGAS ANTINEOPLASICAS;4;Ambos
11487;Y434;EFECTOS ADVERSOS DE AGENTES INMUNOSUPRESORES;4;Ambos
11488;Y435;EFECTOS ADVERSOS DE AGENTES ACIDIFICANTES Y ALCALINIZANTES;4;Ambos
11489;Y436;EFECTOS ADVERSOS DE ENZIMAS NO CLASIFICADAS EN OTRA PARTE;4;Ambos
11490;Y438;EFECTOS ADVERSOS DE OTROS AGENTES SISTEMICOS PRIMARIOS NO CLASIFICADOS EN OTRA PARTE;4;Ambos
11491;Y439;EFECTOS ADVERSOS DE AGENTE SISTEMICO PRIMARIO NO ESPECIFICADO;4;Ambos
11492;Y440;EFECTOS ADVERSOS DE PREPARACIONES CON HIERRO Y OTROS PREPARADOS CONTRA LA ANEMIA HIPOCROMICA;4;Ambos
11493;Y441;EFECTOS ADVERSOS DE VITAMINA B12, ACIDO FOLICO Y OTROS PREPARADOS CONTRA LA ANEMIA MEGALOBLASTICA;4;Ambos
11494;Y442;EFECTOS ADVERSOS DE ANTICOAGULANTES;4;Ambos
11495;Y443;EFECTOS ADVERSOS DE ANTAGONISTAS DE ANTICOAGULANTES, VITAMINA K Y OTROS COAGULANTES;4;Ambos
11496;Y444;EFECTOS ADVERSOS DE DROGAS ANTITROMBOTICAS [INHIBIDORAS DE LA AGREGACION PLAQUETARIA];4;Ambos
11497;Y445;EFECTOS ADVERSOS DE DROGAS TROMBOLITICAS;4;Ambos
11498;Y446;EFECTOS ADVERSOS DE SANGRE NATURAL Y PRODUCTOS SANGUINEOS;4;Ambos
11499;Y447;EFECTOS ADVERSOS DE LOS SUSTITUTOS DEL PLASMA;4;Ambos
11500;Y449;EFECTOS ADVERSOS DE OTROS AGENTES QUE AFECTAN LOS CONSTITUYENTES DE LA SANGRE, Y LOS NO ESPECIFICADOS;4;Ambos
11501;Y450;EFECTOS ADVERSOS DE OPIACEOS Y ANALGESICOS RELACIONADOS;4;Ambos
11502;Y451;EFECTOS ADVERSOS DE SALICILATOS;4;Ambos
11503;Y452;EFECTOS ADVERSOS DE DERIVADOS DEL ACIDO PROPIONICO;4;Ambos
11504;Y453;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIINFLAMATORIAS NO ESTEROIDES [DAINE];4;Ambos
11505;Y454;EFECTOS ADVERSOS DE LOS ANTIRREUMATICOS;4;Ambos
11506;Y455;EFECTOS ADVERSOS DE LOS DERIVADOS DEL 4-AMINOFENOL;4;Ambos
11507;Y458;EFECTOS ADVERSOS DE OTROS ANALGESICOS Y ANTIPIRETICOS;4;Ambos
11508;Y459;EFECTOS ADVERSOS DE DROGAS ANALGESICAS, ANTIPIRETICAS Y ANTIINFLAMATORIAS NO ESPECIFICADAS;4;Ambos
11509;Y460;EFECTOS ADVERSOS DE SUCCINAMIDAS;4;Ambos
11510;Y461;EFECTOS ADVERSOS DE OXAZOLIDINADIONAS;4;Ambos
11511;Y462;EFECTOS ADVERSOS DE DERIVADOS DE LA HIDANTOINA;4;Ambos
11512;Y463;EFECTOS ADVERSOS DE DESOXIBARBITURICOS;4;Ambos
11513;Y464;EFECTOS ADVERSOS DE IMINOESTILBENOS;4;Ambos
11514;Y465;EFECTOS ADVERSOS DEL ACIDO VALPROICO;4;Ambos
11515;Y466;EFECTOS ADVERSOS DE OTROS ANTIEPILEPTICOS, Y LOS NO ESPECIFICADOS;4;Ambos
11516;Y467;EFECTOS ADVERSOS DE DROGAS ANTIPARKINSONIANAS;4;Ambos
11517;Y468;EFECTOS ADVERSOS DE DROGAS ANTIESPASTICAS;4;Ambos
11518;Y470;EFECTOS ADVERSOS DE BARBITURICOS, NO CLASIFICADOS EN OTRA PARTE;4;Ambos
11519;Y471;EFECTOS ADVERSOS DE BENZODIAZEPINAS;4;Ambos
11520;Y472;EFECTOS ADVERSOS DE DERIVADOS CLORALES;4;Ambos
11521;Y473;EFECTOS ADVERSOS DE PARALDEHIDO;4;Ambos
11522;Y474;EFECTOS ADVERSOS DE COMPUESTOS DE BROMO;4;Ambos
11523;Y475;EFECTOS ADVERSOS DE MEZCLAS SEDANTES E HIPNOTICAS, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
11524;Y478;EFECTOS ADVERSOS DE OTRAS DROGAS SEDANTES, HIPNOTICAS Y ANSIOLITICAS;4;Ambos
11525;Y479;EFECTOS ADVERSOS DE DROGAS SEDANTES, HIPNOTICAS Y ANSIOLITICAS NO ESPECIFICADAS;4;Ambos
11526;Y480;EFECTOS ADVERSOS DE GASES ANESTESICOS POR INHALACION;4;Ambos
11527;Y481;EFECTOS ADVERSOS DE GASES ANESTESICOS PARENTERALES;4;Ambos
11528;Y482;EFECTOS ADVERSOS DE OTROS GASES ANESTESICOS GENERALES, Y LOS NO ESPECIFICADOS;4;Ambos
11529;Y483;EFECTOS ADVERSOS DE GASES ANESTESICOS LOCALES;4;Ambos
11530;Y484;EFECTOS ADVERSOS DE ANESTESICOS NO ESPECIFICADOS;4;Ambos
11531;Y485;EFECTOS ADVERSOS DE GASES TERAPEUTICOS;4;Ambos
11532;Y490;EFECTOS ADVERSOS DE ANTIDEPRESIVOS TRICICLICOS Y TETRACICLICOS;4;Ambos
