pk_id_diagnostisco;pk_codido_diagnostico;descripcion_diagnostico;fk_id_tipo_origen;aplica_sexo
1096;C723;TUMOR MALIGNO DEL NERVIO OPTICO;3;Ambos
1097;C724;TUMOR MALIGNO DEL NERVIO ACUSTICO;3;Ambos
1098;C725;TUMOR MALIGNO DE OTROS NERVIOS CRANEALES Y LOS NO ESPECIFICADOS;3;Ambos
1099;C728;LESION DE SITIOS CONTIGUOS DEL ENCEFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL;4;Ambos
1100;C729;TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACION;3;Ambos
1101;C73;TUMOR MALIGNO DE LA GLANDULA TIROIDES;3;Ambos
1102;C740;TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL;3;Ambos
1103;C741;TUMOR MALIGNO DE LA MEDULA DE LA GLANDULA SUPRARRENAL;3;Ambos
1104;C749;TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA;3;Ambos
1105;C750;TUMOR MALIGNO DE LA GLANDULA PARATIROIDES;3;Ambos
1106;C751;TUMOR MALIGNO DE LA HIPOFISIS;3;Ambos
1107;C752;TUMOR MALIGNO DEL CONDUCTO CRANEOFARINGEO;3;Ambos
1108;C753;TUMOR MALIGNO DE LA GLANDULA PINEAL;3;Ambos
1109;C754;TUMOR MALIGNO DEL CUERPO CAROTIDEO;3;Ambos
1110;C755;TUMOR MALIGNO DEL CUERPO AORTICO Y OTROS CUERPOS CROMAFINES;3;Ambos
1111;C758;TUMOR MALIGNO PLURIGLANDULAR, NO ESPECIFICADO;3;Ambos
1112;C759;TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA;3;Ambos
1113;C760;TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;3;Ambos
1114;C761;TUMOR MALIGNO DEL TORAX;3;Ambos
1115;C762;TUMOR MALIGNO DEL ABDOMEN;3;Ambos
1116;C763;TUMOR MALIGNO DE LA PELVIS;3;Ambos
1117;C764;TUMOR MALIGNO DEL MIEMBRO SUPERIOR;3;Ambos
1118;C765;TUMOR MALIGNO DEL MIEMBRO INFERIOR;3;Ambos
1119;C767;TUMOR MALIGNO DE OTROS SITIOS MAL DEFINIDOS;3;Ambos
1120;C768;LESION DE SITIOS CONTIGUOS MAL DEFINIDOS;4;Ambos
1121;C770;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;3;Ambos
1122;C771;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS INTRATORACICOS;3;Ambos
1123;C772;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS INTRAABDOMINALES;3;Ambos
1124;C773;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA AXILA Y DEL MIEMBRO SUPERIOR;3;Ambos
1125;C774;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;3;Ambos
1126;C775;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA PELVIS;3;Ambos
1127;C778;TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE REGIONES MULTIPLES;3;Ambos
1128;C779;TUMOR MALIGNO DEL GANGLIO LINFATICO, SITIO NO ESPECIFICADO;3;Ambos
1129;C780;TUMOR MALIGNO SECUNDARIO DEL PULMON;3;Ambos
1130;C781;TUMOR MALIGNO SECUNDARIO DEL MEDIASTINO;3;Ambos
1131;C782;TUMOR MALIGNO SECUNDARIO DE LA PLEURA;3;Ambos
1132;C783;TUMOR MALIGNO SECUNDARIO DE OTROS ORGANOS RESPIRATORIOS Y DE LOS NO ESPECIFICADOS;3;Ambos
1133;C784;TUMOR MALIGNO SECUNDARIO DEL INTESTINO DELGADO;3;Ambos
1134;C785;TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;3;Ambos
1135;C786;TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO;3;Ambos
1136;C787;TUMOR MALIGNO SECUNDARIO DEL HIGADO;3;Ambos
1137;C788;TUMOR MALIGNO SECUNDARIO DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS;3;Ambos
1138;C790;TUMOR MALIGNO SECUNDARIO DEL RIÛON Y DE LA PELVIS RENAL;3;Ambos
1139;C791;TUMOR MALIGNO SECUNDARIO DE LA VEJIGA, Y DE OTROS ORGANOS Y LOS NO ESPECIFICADOS DE LAS VIAS URINARIAS;3;Ambos
1140;C792;TUMOR MALIGNO SECUNDARIO DE LA PIEL;3;Ambos
1141;C793;TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;3;Ambos
1142;C794;TUMOR MALIGNO SECUNDARIO DE OTRAS PARTES DEL SISTEMA NERVIOSO Y DE LAS NO ESPECIFICADAS;3;Ambos
1143;C795;TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MEDULA OSEA;3;Ambos
1144;C796;TUMOR MALIGNO SECUNDARIO DEL OVARIO;3;Femenino
1145;C797;TUMOR MALIGNO SECUNDARIO DE LA GLANDULA SUPRARRENAL;3;Ambos
1146;C798;TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS ESPECIFICADOS;3;Ambos
1147;C80;TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;3;Ambos
1148;C810;ENFERMEDAD DE HODGKIN CON PREDOMINIO LINFOCITICO;4;Ambos
1149;C811;ENFERMEDAD DE HODGKIN CON ESCLEROSIS NODULAR;4;Ambos
1150;C812;ENFERMEDAD DE HODGKIN CON CELULARIDAD MIXTA;4;Ambos
1151;C813;ENFERMEDAD DE HODGKIN CON DEPLECION LINFOCITICA;4;Ambos
1152;C817;OTROS TIPOS DE ENFERMEDAD DE HODGKIN;4;Ambos
1153;C819;ENFERMEDAD DE HODGKIN, NO ESPECIFICADA;4;Ambos
1154;C820;LINFOMA NO HODGKIN DE CELULAS PEQUEÛAS HENDIDAS, FOLICULAR;4;Ambos
1155;C821;LINFOMA NO HODGKIN MIXTO, DE PEQUEÛAS CELULAS HENDIDAS Y DE GRANDES CELULAS, FOLICULAR;4;Ambos
1156;C822;LINFOMA NO HODGKIN DE CELULAS GRANDES, FOLICULAR;4;Ambos
1157;C827;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN FOLICULAR;4;Ambos
1158;C829;LINFOMA NO HODGKIN FOLICULAR, SIN OTRA ESPECIFICACION;4;Ambos
1159;C830;LINFOMA NO HODGKIN DE CELULAS PEQUEÛAS (DIFUSO);4;Ambos
1160;C831;LINFOMA NO HODGKIN DE CELULAS PEQUEÛAS HENDIDAS (DIFUSO);4;Ambos
1161;C832;LINFOMA NO HODGKIN MIXTO, DE CELULAS PEQUEÛAS Y GRANDES (DIFUSO);4;Ambos
1162;C833;LINFOMA NO HODGKIN DE CELULAS GRANDES (DIFUSO);4;Ambos
1163;C834;LINFOMA NO HODGKIN INMUNOBLASTICO (DIFUSO);4;Ambos
1164;C835;LINFOMA NO HODGKIN LINFOBLASTICO (DIFUSO);4;Ambos
1165;C836;LINFOMA NO HODGKIN INDIFERENCIADO (DIFUSO);4;Ambos
1166;C837;TUMOR DE BURKITT;4;Ambos
1167;C838;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN DIFUSO;4;Ambos
1168;C839;LINFOMA NO HODGKIN DIFUSO, SIN OTRA ESPECIFICACION;4;Ambos
1169;C840;MICOSIS FUNGOIDE;4;Ambos
1170;C841;ENFERMEDAD DE SEZARY;4;Ambos
1171;C842;LINFOMA DE ZONA T;4;Ambos
1172;C843;LINFOMA LINFOEPITELIOIDE;4;Ambos
1173;C844;LINFOMA DE CELULAS T PERIFERICO;4;Ambos
1174;C845;OTROS LINFOMAS DE CELULAS Y LOS NO ESPECIFICADOS;4;Ambos
1175;C850;LINFOSARCOMA;4;Ambos
1176;C851;LINFOMA DE CELULAS B, SIN OTRA ESPECIFICACION;4;Ambos
1177;C857;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN;4;Ambos
1178;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;4;Ambos
1179;C880;MACROGLOBULINEMIA DE WALDENSTROM;4;Ambos
1180;C881;ENFERMEDAD DE CADENA PESADA ALFA;4;Ambos
1181;C882;ENFERMEDAD DE CADENA PESADA GAMMA;4;Ambos
1182;C883;ENFERMEDAD INMUNOPROLIFERATIVA DEL INTESTINO DELGADO;4;Ambos
1183;C887;OTRAS ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS;4;Ambos
1184;C889;ENFERMEDAD INMUNOPROLIFERATIVA MALIGNA, SIN OTRA ESPECIFICACION;4;Ambos
1185;C900;MIELOMA MULTIPLE;4;Ambos
1186;C901;LEUCEMIA DE CELULAS PLASMATICAS;3;Ambos
1187;C902;PLASMOCITOMA, EXTRAMEDULAR;4;Ambos
1188;C910;LEUCEMIA LINFOBLASTICA AGUDA;3;Ambos
1189;C911;LEUCEMIA LINFOCITICA CRONICA;3;Ambos
1190;C912;LEUCEMIA LINFOCITICA SUBAGUDA;3;Ambos
1191;C913;LEUCEMIA PROLINFOCITICA;3;Ambos
1192;C914;LEUCEMIA DE CELULAS VELLOSAS;3;Ambos
1193;C915;LEUCEMIA DE CELULAS T ADULTAS;3;Ambos
1194;C917;OTRAS LEUCEMIAS LINFOIDES;3;Ambos
1195;C919;LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACION;3;Ambos
1196;C920;LEUCEMIA MIELOIDE AGUDA;3;Ambos
1197;C921;LEUCEMIA MIELOIDE CRONICA;3;Ambos
1198;C922;LEUCEMIA MIELOIDE SUBAGUDA;3;Ambos
1199;C923;SARCOMA MIELOIDE;4;Ambos
1200;C924;LEUCEMIA PROMIELOCITICA AGUDA;3;Ambos
1201;C925;LEUCEMIA MIELOMONOCITICA AGUDA;3;Ambos
1202;C927;OTRAS LEUCEMIAS MIELOIDES;3;Ambos
1203;C929;LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACION;3;Ambos
1204;C930;LEUCEMIA MONOCITICA AGUDA;3;Ambos
1205;C931;LEUCEMIA MONOCITICA CRONICA;3;Ambos
1206;C932;LEUCEMIA MONOCITICA SUBAGUDA;3;Ambos
1207;C937;OTRAS LEUCEMIAS MONOCITICAS;3;Ambos
1208;C939;LEUCEMIA MONOCITICA, SIN OTRA ESPECIFICACION;3;Ambos
1209;C940;ERITREMIA AGUDA Y ERITROLEUCEMIA;3;Ambos
1210;C941;ERITREMIA CRONICA;4;Ambos
1211;C942;LEUCEMIA MEGACARIOBLASTICA AGUDA;3;Ambos
1212;C943;LEUCEMIA DE MASTOCITOS;3;Ambos
1213;C944;PANMIELOSIS AGUDA;4;Ambos
1214;C945;MIELOFIBROSIS AGUDA;4;Ambos
1215;C947;OTRAS LEUCEMIAS ESPECIFICADAS;3;Ambos
1216;C950;LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO;3;Ambos
1217;C951;LEUCEMIA CRONICA, CELULAS DE TIPO NO ESPECIFICADO;3;Ambos
1218;C952;LEUCEMIA SUBAGUDA, CELULAS DE TIPO NO ESPECIFICADO;3;Ambos
1219;C957;OTRAS LEUCEMIAS DE CELULAS DE TIPO NO ESPECIFICADO;3;Ambos
1220;C959;LEUCEMIA, NO ESPECIFICADA;3;Ambos
1221;C960;ENFERMEDAD DE LETTERER-SIWE;4;Ambos
1222;C961;HISTIOCITOSIS MALIGNA;4;Ambos
1223;C962;TUMOR MALIGNO DE MASTOCITOS;3;Ambos
1224;C963;LINFOMA HISTIOCITICO VERDADERO;4;Ambos
1225;C967;OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES;3;Ambos
1226;C969;TUMOR MALIGNO DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACION;3;Ambos
1227;C97;TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES;3;Ambos
1228;D000;CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE;3;Ambos
1229;D001;CARCINOMA IN SITU DEL ESOFAGO;3;Ambos
1230;D002;CARCINOMA IN SITU DEL ESTOMAGO;3;Ambos
1231;D010;CARCINOMA IN SITU DEL COLON;3;Ambos
1232;D011;CARCINOMA IN SITU DE LA UNION RECTOSIGMOIDEA;3;Ambos
1233;D012;CARCINOMA IN SITU DEL RECTO;3;Ambos
1234;D013;CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL;3;Ambos
1235;D014;CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO;3;Ambos
1236;D015;CARCINOMA IN SITU DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR;3;Ambos
1237;D017;CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ORGANOS DIGESTIVOS;3;Ambos
1238;D019;CARCINOMA IN SITU DE ORGANOS DIGESTIVOS NO ESPECIFICADOS;3;Ambos
1239;D020;CARCINOMA IN SITU DE LA LARINGE;3;Ambos
1240;D021;CARCINOMA IN SITU DE LA TRAQUEA;3;Ambos
1241;D022;CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMON;3;Ambos
1242;D023;CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO;3;Ambos
1243;D024;CARCINOMA IN SITU DE ORGANOS RESPIRATORIOS NO ESPECIFICADOS;3;Ambos
1244;D030;MELANOMA IN SITU DEL LABIO;4;Ambos
1245;D031;MELANOMA IN SITU DEL PARPADO Y DE LA COMISURA PALPEBRAL;4;Ambos
1246;D032;MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;4;Ambos
1247;D033;MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;4;Ambos
1248;D034;MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO;4;Ambos
1249;D035;MELANOMA IN SITU DEL TRONCO;4;Ambos
1250;D036;MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;4;Ambos
1251;D037;MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;4;Ambos
1252;D038;MELANOMA IN SITU DE OTROS SITIOS;4;Ambos
1253;D039;MELANOMA IN SITU, SITIO NO ESPECIFICADO;4;Ambos
1254;D040;CARCINOMA IN SITU DE LA PIEL DEL LABIO;3;Ambos
1255;D041;CARCINOMA IN SITU DE LA PIEL DEL PARPADO Y DE LA COMISURA PALPEBRAL;3;Ambos
1256;D042;CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;3;Ambos
1257;D043;CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;3;Ambos
1258;D044;CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO;3;Ambos
1259;D045;CARCINOMA IN SITU DE LA PIEL DEL TRONCO;3;Ambos
1260;D046;CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;3;Ambos
1261;D047;CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;3;Ambos
1262;D048;CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS;3;Ambos
1263;D049;CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO;3;Ambos
1264;D050;CARCINOMA IN SITU LOBULAR;3;Ambos
1265;D051;CARCINOMA IN SITU INTRACANALICULAR;3;Ambos
1266;D057;OTROS CARCINOMAS IN SITU DE LA MAMA;3;Ambos
1267;D059;CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA;3;Ambos
1268;D060;CARCINOMA IN SITU DEL ENDOCERVIX;3;Femenino
1269;D061;CARCINOMA IN SITU DEL EXOCERVIX;3;Femenino
1270;D067;CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL UTERO;3;Femenino
1271;D069;CARCINOMA IN SITU DEL CUELLO DEL UTERO, PARTE NO ESPECIFICADA;3;Femenino
1272;D070;CARCINOMA IN SITU DEL ENDOMETRIO;3;Ambos
1273;D071;CARCINOMA IN SITU DE LA VULVA;3;Femenino
1274;D072;CARCINOMA IN SITU DE LA VAGINA;3;Femenino
1275;D073;CARCINOMA IN SITU DE OTROS SITIOS DE ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;3;Femenino
1276;D074;CARCINOMA IN SITU DEL PENE;3;Masculino
1277;D075;CARCINOMA IN SITU DE LA PROSTATA;3;Masculino
1278;D076;CARCINOMA IN SITU DE OTROS ORGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS;3;Ambos
1279;D090;CARCINOMA IN SITU DE LA VEJIGA;3;Ambos
1280;D091;CARCINOMA IN SITU DE OTROS ORGANOS URINARIOS Y DE LOS NO ESPECIFICADOS;3;Ambos
1281;D092;CARCINOMA IN SITU DEL OJO;3;Ambos
1282;D093;CARCINOMA IN SITU DE LA GLANDULA TIROIDES Y DE OTRAS GLANDULAS ENDOCRINAS;3;Ambos
1283;D097;CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS;3;Ambos
1284;D099;CARCINOMA IN SITU, SITIO NO ESPECIFICADO;3;Ambos
1285;D100;TUMOR BENIGNO DEL LABIO;4;Ambos
1286;D101;TUMOR BENIGNO DE LA LENGUA;4;Ambos
1287;D102;TUMOR BENIGNO DEL PISO DE LA BOCA;4;Ambos
1288;D103;TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;4;Ambos
1289;D104;TUMOR BENIGNO DE LA AMIGDALA;4;Ambos
1290;D105;TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE;4;Ambos
1291;D106;TUMOR BENIGNO DE LA NASOFARINGE;4;Ambos
1292;D107;TUMOR BENIGNO DE LA HIPOFARINGE;4;Ambos
1293;D109;TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA;4;Ambos
1294;D110;TUMOR BENIGNO DE LA GLANDULA PAROTIDA;4;Ambos
1295;D117;TUMOR BENIGNO DE OTRAS GLANDULAS SALIVALES MAYORES ESPECIFICADAS;4;Ambos
1296;D119;TUMOR BENIGNO DE LA GLANDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACION;4;Ambos
1297;D120;TUMOR BENIGNO DEL CIEGO;4;Ambos
1298;D121;TUMOR BENIGNO DEL APENDICE;4;Ambos
1299;D122;TUMOR BENIGNO DEL COLON ASCENDENTE;4;Ambos
1300;D123;TUMOR BENIGNO DEL COLON TRANSVERSO;4;Ambos
1301;D124;TUMOR BENIGNO DEL COLON DESCENDENTE;4;Ambos
1302;D125;TUMOR BENIGNO DEL COLON SIGMOIDE;4;Ambos
1303;D126;TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA;4;Ambos
1304;D127;TUMOR BENIGNO DE LA UNION RECTOSIGMOIDEA;4;Ambos
1305;D128;TUMOR BENIGNO DEL RECTO;4;Ambos
1306;D129;TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO;4;Ambos
1307;D130;TUMOR BENIGNO DEL ESOFAGO;4;Ambos
1308;D131;TUMOR BENIGNO DEL ESTOMAGO;4;Ambos
1309;D132;TUMOR BENIGNO DEL DUODENO;4;Ambos
1310;D133;TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO;4;Ambos
1311;D134;TUMOR BENIGNO DEL HIGADO;4;Ambos
1312;D135;TUMOR BENIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS;4;Ambos
1313;D136;TUMOR BENIGNO DEL PANCREAS;4;Ambos
1314;D137;TUMOR BENIGNO DEL PANCREAS ENDOCRINO;4;Ambos
1315;D139;TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO;4;Ambos
1316;D140;TUMOR BENIGNO DEL OIDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES;4;Ambos
1317;D141;TUMOR BENIGNO DE LA LARINGE;4;Ambos
1318;D142;TUMOR BENIGNO DE LA TRAQUEA;4;Ambos
1319;D143;TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMON;4;Ambos
1320;D144;TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO;4;Ambos
1321;D150;TUMOR BENIGNO DEL TIMO;4;Ambos
1322;D151;TUMOR BENIGNO DEL CORAZON;4;Ambos
1323;D152;TUMOR BENIGNO DEL MEDIASTINO;4;Ambos
1324;D157;TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS ESPECIFICADOS;4;Ambos
1325;D159;TUMOR BENIGNO DE ORGANO INTRATORACICO NO ESPECIFICADO;4;Ambos
1326;D160;TUMOR BENIGNO DEL OMOPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR;4;Ambos
1327;D161;TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR;4;Ambos
1328;D162;TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;4;Ambos
1329;D163;TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR;4;Ambos
1330;D164;TUMOR BENIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA;4;Ambos
1331;D165;TUMOR BENIGNO DEL MAXILAR INFERIOR;4;Ambos
1332;D166;TUMOR BENIGNO DE LA COLUMNA VERTEBRAL;4;Ambos
1333;D167;TUMOR BENIGNO DE LAS COSTILLAS, ESTERNON Y CLAVICULA;4;Ambos
1334;D168;TUMOR BENIGNO DE LOS HUESOS PELVICOS, SACRO Y COCCIX;4;Ambos
1335;D169;TUMOR BENIGNO DEL HUESOS Y DEL CARTILAGO ARTICULAR, SITIO NO ESPECIFICADO;4;Ambos
1336;D170;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE CABEZA, CARA Y CUELLO;4;Ambos
1337;D171;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO;4;Ambos
1338;D172;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE MIEMBROS;4;Ambos
1339;D173;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS;4;Ambos
1340;D174;TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRATORACICOS;4;Ambos
1341;D175;TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRAABDOMINALES;4;Ambos
1342;D176;TUMOR BENIGNO LIPOMATOSO DEL CORDON ESPERMATICO;4;Ambos
1343;D177;TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS;4;Ambos
1344;D179;TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO;4;Ambos
1345;D180;HEMANGIOMA, DE CUALQUIER SITIO;4;Ambos
1346;D181;LINFANGIOMA, DE CUALQUIER SITIO;4;Ambos
1347;D190;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA;4;Ambos
1348;D191;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO;4;Ambos
1349;D197;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS;4;Ambos
1350;D199;TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO;4;Ambos
1351;D200;TUMOR BENIGNO DEL RETROPERITONEO;4;Ambos
1352;D201;TUMOR BENIGNO DEL PERITONEO;4;Ambos
1353;D210;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO;4;Ambos
1354;D211;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;4;Ambos
1355;D212;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDO LA CADERA;4;Ambos
1356;D213;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TORAX;4;Ambos
1357;D214;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL ABDOMEN;4;Ambos
1358;D215;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE LA PELVIS;4;Ambos
1359;D216;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACION;4;Ambos
1360;D219;TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO;4;Ambos
1361;D220;NEVO MELANOCITICO DEL LABIO;4;Ambos
1362;D221;NEVO MELANOCITICO DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;4;Ambos
1363;D222;NEVO MELANOCITICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;4;Ambos
1364;D223;NEVO MELANOCITICO DE OTRAS PARTES DE LAS NO ESPECIFICADAS DE LA CARA;4;Ambos
1365;D224;NEVO MELANOCITICO DEL CUERO CABELLUDO Y DEL CUELLO;4;Ambos
1366;D225;NEVO MELANOCITICO DEL TRONCO;4;Ambos
1367;D226;NEVO MELANOCITICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;4;Ambos
1368;D227;NEVO MELANOCITICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;4;Ambos
1369;D229;NEVO MELANOCITICO, SITIO NO ESPECIFICADO;4;Ambos
1370;D230;TUMOR BENIGNO DE LA PIEL DEL LABIO;4;Ambos
1371;D231;TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;4;Ambos
1372;D232;TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;4;Ambos
1373;D233;TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;4;Ambos
1374;D234;TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;4;Ambos
1375;D235;TUMOR BENIGNO DE LA PIEL DEL TRONCO;4;Ambos
1376;D236;TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;4;Ambos
1377;D237;TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;4;Ambos
1378;D239;TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO;4;Ambos
1379;D24;TUMOR BENIGNO DE LA MAMA;4;Ambos
1380;D250;LEIOMIOMA SUBMUCOSO DEL UTERO;4;Femenino
1381;D251;LEIOMIOMA INTRAMURAL DEL UTERO;4;Femenino
1382;D252;LEIOMIOMA SUBSEROSO DEL UTERO;4;Femenino
